geometry;og_line_id;type;censored;f_set;length;id;Area;b_group
LINESTRING Z (-5.457031874657119 13.645634090050493 0, -5.68930156595118 14.024792558756536 0);742;fracture;1;1;0.4446;;;-9999
LINESTRING Z (-7.213006220044823 16.51209738181671 0, -7.213006220044824 16.51209738181671 0, -7.213006220044824 16.51209738181671 0, -7.517386017713588 17.008968830459715 0);743;fracture;1;1;0.5827;;;-9999
LINESTRING Z (-7.517386017713588 17.008968830459715 0, -8.516406000302025 18.639775177575455 0);744;fracture;0;1;1.9125;;;-9999
LINESTRING Z (-8.516406000302025 18.639775177575455 0, -9.42438415159856 20.12196428088073 0);745;fracture;1;1;1.7382;;;-9999
LINESTRING Z (17.31574283365649 -22.175199653610598 0, 15.170121092947314 -18.67267356380008 0);746;fracture;1;1;4.1075;;;-9999
LINESTRING Z (15.170121092947314 -18.67267356380008 0, 14.782237874298756 -18.039490618577304 0);747;fracture;0;1;0.7425;;;-9999
LINESTRING Z (14.782237874298756 -18.039490618577304 0, 12.716133722433403 -14.666769528520497 0);748;fracture;1;1;3.9553;;;-9999
LINESTRING Z (8.858013190587187 -8.368749908362007 0, 7.006417820940051 -5.346194270098425 0);749;fracture;1;1;3.5446;;;-9999
LINESTRING Z (7.006417820940051 -5.346194270098425 0, 6.1319375041607085 -3.918687237319638 0);750;fracture;1;1;1.6741;;;-9999
LINESTRING Z (6.110795292024744 -3.8841745605520877 0, 4.346514319660219 -1.0041514799598048 0);751;fracture;1;1;3.3775;;;-9999
LINESTRING Z (4.346514319660219 -1.0041514799598048 0, 3.713317910601075 0.0294822219297735 0);752;fracture;0;1;1.2122;;;-9999
LINESTRING Z (3.713317910601075 0.0294822219297735 0, 3.4966402656324282 0.383188138579624 0);753;fracture;0;1;0.4148;;;-9999
LINESTRING Z (3.4966402656324282 0.383188138579624 0, 2.5017081784542547 2.007321380154343 0);754;fracture;1;1;1.9047;;;-9999
LINESTRING Z (1.746375993908655 3.2403302710738187 0, 1.3154364432270942 3.9437986367954045 0);755;fracture;1;1;0.825;;;-9999
LINESTRING Z (1.3154364432270942 3.9437986367954045 0, 1.0122257917016657 4.438761564103013 0);756;fracture;0;1;0.5805;;;-9999
LINESTRING Z (1.0122257917016657 4.438761564103013 0, -0.0901849999296738 6.238343702053019 0);757;fracture;0;1;2.1104;;;-9999
LINESTRING Z (-0.0901849999296738 6.238343702053019 0, -0.4583244040704487 6.839296723373628 0, -0.4583244040704487 6.839296723373628 0, -0.4583244040704489 6.839296723373628 0);758;fracture;1;1;0.7047;;;-9999
LINESTRING Z (-0.5766747960001858 7.032492629067701 0, -0.6160734199792767 7.0968071845045735 0);759;fracture;1;1;0.0754;;;-9999
LINESTRING Z (-1.2857152890911796 8.189934678924303 0, -1.2857152890911798 8.189934678924303 0, -1.2857152890911798 8.189934678924303 0, -1.4068575230466218 8.387688004665039 0);760;fracture;1;1;0.2319;;;-9999
LINESTRING Z (-1.4068575230466218 8.387688004665039 0, -1.597357556636634 8.698661427938735 0);761;fracture;0;1;0.3647;;;-9999
LINESTRING Z (-1.597357556636634 8.698661427938735 0, -1.9024347153826369 9.196671253081522 0);762;fracture;0;1;0.584;;;-9999
LINESTRING Z (-1.9024347153826369 9.196671253081522 0, -2.1706247369514435 9.634466289247177 0);763;fracture;0;1;0.5134;;;-9999
LINESTRING Z (-2.1706247369514435 9.634466289247177 0, -2.5043431832635443 10.179230327885614 0);764;fracture;0;1;0.6389;;;-9999
LINESTRING Z (-2.5043431832635443 10.179230327885614 0, -4.3184582974878385 13.140602967309954 0);765;fracture;1;1;3.4729;;;-9999
LINESTRING Z (-4.616105875407603 13.62648469914229 0, -4.782979213612117 13.898889759953196 0);766;fracture;1;1;0.3195;;;-9999
LINESTRING Z (-6.296064944390835 16.368860187462396 0, -8.343487463335311 19.71108526535444 0);767;fracture;1;1;3.9195;;;-9999
LINESTRING Z (-8.343487463335311 19.71108526535444 0, -8.544986718763557 20.040013885821143 0, -8.544986718763557 20.040013885821143 0, -8.544986718763559 20.040013885821143 0);768;fracture;1;1;0.3857;;;-9999
LINESTRING Z (17.00111232196537 -20.308011508396405 0, 15.98700429493541 -18.652575344991057 0);769;fracture;1;1;1.9414;;;-9999
LINESTRING Z (15.98700429493541 -18.652575344991057 0, 13.972238687694066 -15.36365961006598 0);770;fracture;0;1;3.857;;;-9999
LINESTRING Z (13.972238687694066 -15.36365961006598 0, 13.829485538640283 -15.1306284939671 0);771;fracture;0;1;0.2733;;;-9999
LINESTRING Z (13.829485538640283 -15.1306284939671 0, 13.654773052036944 -14.845426759228149 0);772;fracture;1;1;0.3345;;;-9999
LINESTRING Z (9.645848692638507 -8.301234046010691 0, 9.505111451709844 -8.07149371069993 0, 9.505111451709844 -8.07149371069993 0, 9.505111451709844 -8.071493710699928 0);773;fracture;1;1;0.2694;;;-9999
LINESTRING Z (9.37838807314285 -7.864629690263068 0, 7.967676186773168 -5.5617749542822095 0);774;fracture;1;1;2.7006;;;-9999
LINESTRING Z (7.5720058994118755 -4.915880350330397 0, 7.319204728270224 -4.503206167990303 0, 7.319204728270224 -4.503206167990303 0, 7.319204728270224 -4.503206167990302 0);775;fracture;1;1;0.484;;;-9999
LINESTRING Z (6.229514320064486 -2.7243888619653474 0, 6.229514320064486 -2.724388861965347 0, 6.229514320064486 -2.724388861965347 0, 6.130753926975739 -2.563171790535532 0);776;fracture;1;1;0.1891;;;-9999
LINESTRING Z (5.770792217485897 -1.9755680881214 0, 5.108845268694805 -0.8950018288305346 0);777;fracture;1;1;1.2672;;;-9999
LINESTRING Z (5.108845268694805 -0.8950018288305346 0, 4.913560483042874 -0.5762177469434504 0);778;fracture;0;1;0.3738;;;-9999
LINESTRING Z (4.913560483042874 -0.5762177469434504 0, 4.38517782769568 0.2863173405064073 0);779;fracture;0;1;1.0115;;;-9999
LINESTRING Z (4.38517782769568 0.2863173405064073 0, 4.169899279193847 0.6377393635024033 0);780;fracture;0;1;0.4121;;;-9999
LINESTRING Z (4.169899279193847 0.6377393635024033 0, 3.9306046968553088 1.0283653074369659 0);781;fracture;0;1;0.4581;;;-9999
LINESTRING Z (3.9306046968553088 1.0283653074369659 0, 3.6888550658658508 1.422998887847452 0);782;fracture;1;1;0.4628;;;-9999
LINESTRING Z (2.4267627078688165 3.483246194147588 0, 2.1378840060247835 3.954813558889565 0);783;fracture;1;1;0.553;;;-9999
LINESTRING Z (2.1378840060247835 3.954813558889565 0, 1.650935001673442 4.74971210031845 0);784;fracture;0;1;0.9322;;;-9999
LINESTRING Z (1.650935001673442 4.74971210031845 0, 0.6048925212016377 6.457278261393812 0);785;fracture;1;1;2.0025;;;-9999
LINESTRING Z (-0.2134840393551008 7.793201178399663 0, -0.6153517416273745 8.449212480464311 0);786;fracture;1;1;0.7693;;;-9999
LINESTRING Z (-0.6153517416273745 8.449212480464311 0, -0.8396258569711725 8.815318921947885 0);787;fracture;0;1;0.4293;;;-9999
LINESTRING Z (-0.8396258569711725 8.815318921947885 0, -0.8583186476910538 8.845833148172174 0);788;fracture;0;1;0.0358;;;-9999
LINESTRING Z (-0.8583186476910538 8.845833148172174 0, -0.9238618249947725 8.952826232815077 0);789;fracture;0;1;0.1255;;;-9999
LINESTRING Z (-0.9238618249947725 8.952826232815077 0, -1.1826054727905533 9.375200950493847 0);790;fracture;0;1;0.4953;;;-9999
LINESTRING Z (-1.1826054727905533 9.375200950493847 0, -1.3818135697371192 9.700389469802117 0);791;fracture;0;1;0.3814;;;-9999
LINESTRING Z (-1.3818135697371192 9.700389469802117 0, -1.935362406393072 10.604005985978407 0);792;fracture;0;1;1.0597;;;-9999
LINESTRING Z (-1.935362406393072 10.604005985978407 0, -2.424343349153799 11.402221476129768 0);793;fracture;0;1;0.9361;;;-9999
LINESTRING Z (-2.424343349153799 11.402221476129768 0, -3.4501434631531676 13.076743874017973 0, -3.4501434631531676 13.076743874017973 0, -3.450143463153168 13.076743874017973 0);794;fracture;1;1;1.9637;;;-9999
LINESTRING Z (-5.1893115576674855 15.915772538776501 0, -6.016323192531682 17.2657914040455 0);795;fracture;1;1;1.5832;;;-9999
LINESTRING Z (-6.016323192531682 17.2657914040455 0, -7.578469181934955 19.815848098646942 0);796;fracture;0;1;2.9905;;;-9999
LINESTRING Z (-7.578469181934955 19.815848098646942 0, -7.6564444054110234 19.943135331714156 0);797;fracture;1;1;0.1493;;;-9999
LINESTRING Z (17.642383749798785 -20.001243552333793 0, 14.182405528377615 -14.35315388173866 0);798;fracture;1;1;6.6236;;;-9999
LINESTRING Z (10.587447314966202 -8.484722044312214 0, 10.5874473149662 -8.484722044312212 0, 10.5874473149662 -8.484722044312212 0, 10.411823601936833 -8.198032817966357 0);799;fracture;1;1;0.3362;;;-9999
LINESTRING Z (9.584759500750756 -6.847928306351715 0, 9.584759500750755 -6.847928306351713 0, 9.584759500750755 -6.847928306351713 0, 9.532429719010045 -6.76250484967088 0);800;fracture;1;1;0.1002;;;-9999
LINESTRING Z (6.1049299585187455 -1.167433217905913 0, 5.860246899705239 -0.7680110919231256 0);801;fracture;1;1;0.4684;;;-9999
LINESTRING Z (5.860246899705239 -0.7680110919231256 0, 5.740805500246503 -0.5730342188469643 0);802;fracture;0;1;0.2287;;;-9999
LINESTRING Z (5.740805500246503 -0.5730342188469643 0, 5.065696616536945 0.5290176637341811 0);803;fracture;0;1;1.2924;;;-9999
LINESTRING Z (5.065696616536945 0.5290176637341811 0, 4.129218153117721 2.0577308513566037 0);804;fracture;1;1;1.7928;;;-9999
LINESTRING Z (3.0545516705025078 3.8120230090975977 0, 2.944990502684642 3.990871331442312 0);805;fracture;1;1;0.2097;;;-9999
LINESTRING Z (2.944990502684642 3.990871331442312 0, 2.289644211645221 5.0606626365338885 0);806;fracture;0;1;1.2546;;;-9999
LINESTRING Z (2.289644211645221 5.0606626365338885 0, 1.4364857611321569 6.453363724040885 0, 1.4364857611321569 6.453363724040885 0, 1.4364857611321566 6.453363724040885 0);807;fracture;1;1;1.6332;;;-9999
LINESTRING Z (0.8946377646025431 7.337879717027261 0, 0.8698757910378233 7.378301314553096 0);808;fracture;1;1;0.0474;;;-9999
LINESTRING Z (0.8698757910378233 7.378301314553096 0, 0.8325363619899907 7.439254427554009 0);809;fracture;0;1;0.0715;;;-9999
LINESTRING Z (0.8325363619899907 7.439254427554009 0, 0.7922213064394803 7.505064971509045 0);810;fracture;0;1;0.0772;;;-9999
LINESTRING Z (0.7922213064394803 7.505064971509045 0, 0.7453342662174783 7.581603663551417 0);811;fracture;0;1;0.0898;;;-9999
LINESTRING Z (0.7453342662174783 7.581603663551417 0, 0.576960803475234 7.856457536858802 0);812;fracture;0;1;0.3223;;;-9999
LINESTRING Z (0.576960803475234 7.856457536858802 0, 0.5268281153688551 7.9382944444149715 0);813;fracture;0;1;0.096;;;-9999
LINESTRING Z (0.5268281153688551 7.9382944444149715 0, -0.1812863899620771 9.094224906172458 0);814;fracture;0;1;1.3556;;;-9999
LINESTRING Z (-0.1812863899620771 9.094224906172458 0, -0.5481110703126966 9.693031764314094 0);815;fracture;0;1;0.7022;;;-9999
LINESTRING Z (-0.5481110703126966 9.693031764314094 0, -1.121977652178541 10.629815092390904 0);816;fracture;0;1;1.0986;;;-9999
LINESTRING Z (-1.121977652178541 10.629815092390904 0, -1.6809711239943217 11.542319464397037 0);817;fracture;0;1;1.0701;;;-9999
LINESTRING Z (-1.6809711239943217 11.542319464397037 0, -2.685126504266675 13.181508866190219 0);818;fracture;1;1;1.9223;;;-9999
LINESTRING Z (-2.7896509999036105 13.352135293974106 0, -3.1130186202928325 13.880002580888734 0);819;fracture;1;1;0.619;;;-9999
LINESTRING Z (-4.281669806179027 15.787715944709094 0, -6.688532594400393 19.716693522813372 0);820;fracture;1;1;4.6076;;;-9999
LINESTRING Z (-6.688532594400393 19.716693522813372 0, -6.769196629213375 19.84836998799892 0);821;fracture;1;1;0.1544;;;-9999
LINESTRING Z (17.786422572999676 -18.882790042668322 0, 16.249230719005087 -16.37346863176544 0);822;fracture;1;1;2.9427;;;-9999
LINESTRING Z (16.249230719005087 -16.37346863176544 0, 13.945896871839514 -12.61349233204051 0);823;fracture;1;1;4.4094;;;-9999
LINESTRING Z (12.069313964073533 -9.550146883289427 0, 11.302393622825573 -8.298221414292488 0);824;fracture;1;1;1.4682;;;-9999
LINESTRING Z (11.302393622825573 -8.298221414292488 0, 11.067531082798984 -7.9148303634121016 0);825;fracture;0;1;0.4496;;;-9999
LINESTRING Z (11.067531082798984 -7.9148303634121016 0, 10.461723280975406 -6.925905991963236 0);826;fracture;1;1;1.1597;;;-9999
LINESTRING Z (10.3284660713761 -6.708376105673658 0, 9.956205843249403 -6.100696226003151 0);827;fracture;1;1;0.7126;;;-9999
LINESTRING Z (9.645157718526747 -5.592939359376862 0, 9.099708340473498 -4.702544449102053 0);828;fracture;1;1;1.0442;;;-9999
LINESTRING Z (9.099708340473498 -4.702544449102053 0, 9.011752284952799 -4.558964444587256 0);829;fracture;1;1;0.1684;;;-9999
LINESTRING Z (6.504045592010827 -0.4653686578859925 0, 6.282549957131761 -0.103797824954995 0);830;fracture;1;1;0.424;;;-9999
LINESTRING Z (6.282549957131761 -0.103797824954995 0, 5.740300355302914 0.7813737509851146 0);831;fracture;0;1;1.0381;;;-9999
LINESTRING Z (5.740300355302914 0.7813737509851146 0, 4.175179833595137 3.3362860903648675 0);832;fracture;1;1;2.9962;;;-9999
LINESTRING Z (3.6977487459061535 4.115647526255508 0, 3.693851813448737 4.1220089027010225 0);833;fracture;1;1;0.0075;;;-9999
LINESTRING Z (3.693851813448737 4.1220089027010225 0, 3.390499428836971 4.617203195968093 0);834;fracture;0;1;0.5807;;;-9999
LINESTRING Z (3.390499428836971 4.617203195968093 0, 2.923172909608633 5.380069872326706 0);835;fracture;0;1;0.8946;;;-9999
LINESTRING Z (2.923172909608633 5.380069872326706 0, 2.7510118609358214 5.661106624138494 0);836;fracture;0;1;0.3296;;;-9999
LINESTRING Z (2.7510118609358214 5.661106624138494 0, 2.6273809741020275 5.862922442102127 0);837;fracture;0;1;0.2367;;;-9999
LINESTRING Z (2.6273809741020275 5.862922442102127 0, 2.327956068881739 6.351705493921163 0);838;fracture;1;1;0.5732;;;-9999
LINESTRING Z (1.7004925794870918 7.37598074258727 0, 1.626627466307787 7.496558606396484 0);839;fracture;1;1;0.1414;;;-9999
LINESTRING Z (1.626627466307787 7.496558606396484 0, 1.6063155652895766 7.5297158782026585 0);840;fracture;0;1;0.0389;;;-9999
LINESTRING Z (1.6063155652895766 7.5297158782026585 0, 1.5912576133996845 7.55429657122641 0);841;fracture;0;1;0.0288;;;-9999
LINESTRING Z (1.5912576133996845 7.55429657122641 0, 1.4764094075055314 7.741775486955166 0);842;fracture;1;1;0.2199;;;-9999
LINESTRING Z (1.2353751163179747 8.135241342285456 0, 1.2353751163179745 8.135241342285456 0, 1.2353751163179745 8.135241342285456 0, 0.5617142594857892 9.234929456910434 0);843;fracture;1;1;1.2896;;;-9999
LINESTRING Z (0.5617142594857892 9.234929456910434 0, 0.2537337943451923 9.73767865721933 0);844;fracture;0;1;0.5896;;;-9999
LINESTRING Z (0.2537337943451923 9.73767865721933 0, -0.0660502644305175 10.259696116176109 0);845;fracture;0;1;0.6122;;;-9999
LINESTRING Z (-0.0660502644305175 10.259696116176109 0, -2.2947818199377563 13.897891177421137 0, -2.2947818199377563 13.897891177421137 0, -2.2947818199377568 13.897891177421137 0);846;fracture;1;1;4.2666;;;-9999
LINESTRING Z (-3.4299648354893812 15.750970894708669 0, -3.660549407969274 16.127378565126705 0, -3.660549407969274 16.127378565126705 0, -3.6605494079692744 16.127378565126705 0);847;fracture;1;1;0.4414;;;-9999
LINESTRING Z (-3.935466231618559 16.576154474267703 0, -5.217400388043227 18.66879165402176 0);848;fracture;1;1;2.4541;;;-9999
LINESTRING Z (-5.217400388043227 18.66879165402176 0, -5.762048651338652 19.55787881965222 0);849;fracture;0;1;1.0426;;;-9999
LINESTRING Z (-5.762048651338652 19.55787881965222 0, -5.9353819672840915 19.840829187750007 0, -5.9353819672840915 19.840829187750007 0, -5.935381967284092 19.840829187750007 0);850;fracture;1;1;0.3318;;;-9999
LINESTRING Z (18.29130492614987 -18.353379724543707 0, 16.825838287342812 -15.961142994843094 0);851;fracture;1;1;2.8054;;;-9999
LINESTRING Z (15.714483511088211 -14.146960641535708 0, 14.816398079641287 -12.680920474790423 0);852;fracture;1;1;1.7193;;;-9999
LINESTRING Z (13.271878835730755 -10.159637787645845 0, 12.8171622189418 -9.41735559337274 0);853;fracture;1;1;0.8705;;;-9999
LINESTRING Z (12.8171622189418 -9.41735559337274 0, 12.3832486432466 -8.70903241097756 0);854;fracture;0;1;0.8307;;;-9999
LINESTRING Z (12.3832486432466 -8.70903241097756 0, 11.828388849531533 -7.803275880457153 0);855;fracture;0;1;1.0622;;;-9999
LINESTRING Z (11.828388849531533 -7.803275880457153 0, 11.629549072470882 -7.478688608789756 0);856;fracture;0;1;0.3806;;;-9999
LINESTRING Z (11.629549072470882 -7.478688608789756 0, 11.593761067205632 -7.420268049487266 0);857;fracture;0;1;0.0685;;;-9999
LINESTRING Z (11.593761067205632 -7.420268049487266 0, 10.567861122795577 -5.745582687824341 0);858;fracture;0;1;1.9639;;;-9999
LINESTRING Z (10.567861122795577 -5.745582687824341 0, 10.412915595040264 -5.492648657950526 0);859;fracture;0;1;0.2966;;;-9999
LINESTRING Z (10.412915595040264 -5.492648657950526 0, 9.767289889734116 -4.438725296631638 0);860;fracture;1;1;1.236;;;-9999
LINESTRING Z (7.993316102409762 -1.5428796054475702 0, 7.431845652055373 -0.6263317984823439 0);861;fracture;1;1;1.0749;;;-9999
LINESTRING Z (7.431845652055373 -0.6263317984823439 0, 7.282163991182878 -0.3819905371942258 0);862;fracture;0;1;0.2865;;;-9999
LINESTRING Z (7.282163991182878 -0.3819905371942258 0, 7.1572790742722825 -0.178127632841568 0);863;fracture;0;1;0.2391;;;-9999
LINESTRING Z (7.1572790742722825 -0.178127632841568 0, 7.098501906960613 -0.0821794244093423 0);864;fracture;0;1;0.1125;;;-9999
LINESTRING Z (7.098501906960613 -0.0821794244093423 0, 6.395257477668889 1.065801095350889 0);865;fracture;0;1;1.3463;;;-9999
LINESTRING Z (6.395257477668889 1.065801095350889 0, 5.778234448928997 2.0730332720070934 0);866;fracture;0;1;1.1812;;;-9999
LINESTRING Z (5.778234448928997 2.0730332720070934 0, 4.847053305258146 3.593099082380901 0);867;fracture;1;1;1.7826;;;-9999
LINESTRING Z (3.7811403914663213 5.333101860684147 0, 3.574471788297825 5.67046895610848 0);868;fracture;1;1;0.3956;;;-9999
LINESTRING Z (3.574471788297825 5.67046895610848 0, 3.3936103323990148 5.965708306040365 0);869;fracture;0;1;0.3462;;;-9999
LINESTRING Z (3.3936103323990148 5.965708306040365 0, 3.0428318248517883 6.538321293277749 0);870;fracture;1;1;0.6715;;;-9999
LINESTRING Z (2.942126228076965 6.702713727135719 0, 2.6151132955373604 7.236531643963334 0);871;fracture;1;1;0.626;;;-9999
LINESTRING Z (2.376154347108749 7.626609697044705 0, 2.2970407153941133 7.755755274703041 0);872;fracture;1;1;0.1515;;;-9999
LINESTRING Z (2.057759662140541 8.146359133676325 0, 1.8772533392666328 8.441018762280134 0);873;fracture;1;1;0.3456;;;-9999
LINESTRING Z (1.8772533392666328 8.441018762280134 0, 1.7200176081767786 8.69769133412433 0);874;fracture;0;1;0.301;;;-9999
LINESTRING Z (1.7200176081767786 8.69769133412433 0, 1.3575877325725374 9.289324086042226 0);875;fracture;0;1;0.6938;;;-9999
LINESTRING Z (1.3575877325725374 9.289324086042226 0, 0.8816974431436585 10.066170313402509 0);876;fracture;0;1;0.911;;;-9999
LINESTRING Z (0.8816974431436585 10.066170313402509 0, 0.6483689425994472 10.447057188822756 0);877;fracture;0;1;0.4467;;;-9999
LINESTRING Z (0.6483689425994472 10.447057188822756 0, 0.4598550714716848 10.754788388310848 0);878;fracture;0;1;0.3609;;;-9999
LINESTRING Z (0.4598550714716848 10.754788388310848 0, -0.2924498298030493 11.98285552345097 0);879;fracture;1;1;1.4402;;;-9999
LINESTRING Z (-0.3816819438661256 12.128518573757113 0, -0.3816819438661259 12.128518573757113 0, -0.3816819438661259 12.128518573757113 0, -0.6854859147721875 12.62445003926082 0);880;fracture;1;1;0.5816;;;-9999
LINESTRING Z (-0.742749897838864 12.71792811645033 0, -1.3644688777761997 13.73282599264409 0);881;fracture;1;1;1.1902;;;-9999
LINESTRING Z (-3.1892829694592266 16.711663708494772 0, -4.935883749321647 19.562825534404286 0);882;fracture;1;1;3.3436;;;-9999
LINESTRING Z (18.009501278676805 -16.539778353824254 0, 17.81760165879858 -16.226520237309252 0);883;fracture;1;1;0.3674;;;-9999
LINESTRING Z (16.49190217474629 -14.062440268299072 0, 16.49190217474629 -14.06244026829907 0, 16.49190217474629 -14.06244026829907 0, 16.36554990866718 -13.85618205416367 0);884;fracture;1;1;0.2419;;;-9999
LINESTRING Z (16.36554990866718 -13.85618205416367 0, 16.047594608623903 -13.337149872178497 0);885;fracture;0;1;0.6087;;;-9999
LINESTRING Z (16.047594608623903 -13.337149872178497 0, 15.153695213418919 -11.877943016669816 0);886;fracture;1;1;1.7112;;;-9999
LINESTRING Z (14.76358598399519 -11.241126317804305 0, 14.76358598399519 -11.241126317804303 0, 14.76358598399519 -11.241126317804303 0, 14.041044603631219 -10.061645336754935 0);887;fracture;1;1;1.3832;;;-9999
LINESTRING Z (14.041044603631219 -10.061645336754935 0, 13.810751040933157 -9.685712712489686 0);888;fracture;0;1;0.4409;;;-9999
LINESTRING Z (13.810751040933157 -9.685712712489686 0, 13.023996727764892 -8.401410146077394 0);889;fracture;0;1;1.5061;;;-9999
LINESTRING Z (13.023996727764892 -8.401410146077394 0, 10.519383201831422 -4.312863664172903 0);890;fracture;0;1;4.7947;;;-9999
LINESTRING Z (10.519383201831422 -4.312863664172903 0, 10.229316022316361 -3.8393562211911547 0, 10.229316022316361 -3.8393562211911547 0, 10.229316022316361 -3.8393562211911543 0);891;fracture;1;1;0.5553;;;-9999
LINESTRING Z (9.827027357211312 -3.1826577368162856 0, 9.523157259434921 -2.686618325403862 0, 9.523157259434921 -2.686618325403862 0, 9.523157259434921 -2.6866183254038614 0);892;fracture;1;1;0.5817;;;-9999
LINESTRING Z (8.612667525505934 -1.2003292992044554 0, 8.087051487799718 -0.3423104553609145 0);893;fracture;1;1;1.0062;;;-9999
LINESTRING Z (8.087051487799718 -0.3423104553609145 0, 7.05609378354537 1.3406312244938527 0);894;fracture;0;1;1.9736;;;-9999
LINESTRING Z (7.05609378354537 1.3406312244938527 0, 6.4855118081495196 2.2720527408227498 0);895;fracture;0;1;1.0923;;;-9999
LINESTRING Z (6.4855118081495196 2.2720527408227498 0, 5.810628948772793 3.3737356598966493 0);896;fracture;0;1;1.292;;;-9999
LINESTRING Z (5.810628948772793 3.3737356598966493 0, 5.542645116724069 3.8111941110250487 0);897;fracture;1;1;0.513;;;-9999
LINESTRING Z (4.305325460664843 5.831002306737315 0, 4.1966607196080625 6.008387296538958 0);898;fracture;1;1;0.208;;;-9999
LINESTRING Z (4.1966607196080625 6.008387296538958 0, 3.426529733845559 7.265553841334085 0);899;fracture;1;1;1.4743;;;-9999
LINESTRING Z (2.874791658960962 8.166214458888419 0, 2.515293608043772 8.75306128220468 0);900;fracture;1;1;0.6882;;;-9999
LINESTRING Z (2.515293608043772 8.75306128220468 0, 0.5854786564635704 11.903303045779467 0);901;fracture;1;1;3.6943;;;-9999
LINESTRING Z (-2.0958746846529053 16.280360686031077 0, -3.534286224931811 18.62843250695055 0);902;fracture;1;1;2.7536;;;-9999
LINESTRING Z (-3.534286224931811 18.62843250695055 0, -3.9989676705971884 19.386981349001296 0);903;fracture;1;1;0.8896;;;-9999
LINESTRING Z (17.482753906568792 -14.326329344636287 0, 16.806667389577616 -13.222681567489863 0);904;fracture;1;1;1.2943;;;-9999
LINESTRING Z (16.806667389577616 -13.222681567489863 0, 16.157919541417815 -12.163661601026858 0);905;fracture;1;1;1.2419;;;-9999
LINESTRING Z (15.893160886545033 -11.731467948902248 0, 15.480941047466798 -11.058557755220205 0);906;fracture;1;1;0.7891;;;-9999
LINESTRING Z (15.349516509018859 -10.844019532558894 0, 15.048851337467703 -10.353211862374117 0);907;fracture;1;1;0.5756;;;-9999
LINESTRING Z (14.966529125071684 -10.218828577931502 0, 14.290755523735974 -9.115691606220349 0);908;fracture;1;1;1.2937;;;-9999
LINESTRING Z (14.290755523735974 -9.115691606220349 0, 13.858891715291925 -8.410714476458296 0);909;fracture;1;1;0.8267;;;-9999
LINESTRING Z (13.802860874590069 -8.319249388428657 0, 12.868400054622981 -6.793829814352819 0);910;fracture;1;1;1.7889;;;-9999
LINESTRING Z (12.868400054622981 -6.793829814352819 0, 12.571207633043615 -6.308691082522273 0);911;fracture;1;1;0.5689;;;-9999
LINESTRING Z (12.549768317382004 -6.27369341213716 0, 12.391543201663636 -6.015405762756938 0);912;fracture;1;1;0.3029;;;-9999
LINESTRING Z (12.088774054726278 -5.521163550246887 0, 10.951839752046709 -3.6652250211100914 0);913;fracture;1;1;2.1765;;;-9999
LINESTRING Z (10.951839752046709 -3.6652250211100914 0, 10.30936293787516 -2.616441928993201 0);914;fracture;1;1;1.2299;;;-9999
LINESTRING Z (9.374424368432864 -1.0902424737437302 0, 9.354147821313013 -1.0571429138580835 0);915;fracture;1;1;0.0388;;;-9999
LINESTRING Z (9.354147821313013 -1.0571429138580835 0, 9.231978253791437 -0.8577125625027898 0);916;fracture;0;1;0.2339;;;-9999
LINESTRING Z (9.231978253791437 -0.8577125625027898 0, 8.760171066436536 -0.0875316160119754 0);917;fracture;0;1;0.9032;;;-9999
LINESTRING Z (8.760171066436536 -0.0875316160119754 0, 8.606972989864705 0.1625498638318468 0);918;fracture;0;1;0.2933;;;-9999
LINESTRING Z (8.606972989864705 0.1625498638318468 0, 8.460484905321984 0.4016779115312818 0);919;fracture;0;1;0.2804;;;-9999
LINESTRING Z (8.460484905321984 0.4016779115312818 0, 7.705204387961685 1.63460246062057 0);920;fracture;0;1;1.4459;;;-9999
LINESTRING Z (7.705204387961685 1.63460246062057 0, 7.196424220217019 2.4651383270752354 0);921;fracture;0;1;0.974;;;-9999
LINESTRING Z (7.196424220217019 2.4651383270752354 0, 6.927653053803031 2.9038820276506474 0);922;fracture;0;1;0.5145;;;-9999
LINESTRING Z (6.927653053803031 2.9038820276506474 0, 6.7091985817059685 3.2604884478031786 0);923;fracture;0;1;0.4182;;;-9999
LINESTRING Z (6.7091985817059685 3.2604884478031786 0, 6.397360304703047 3.769535163858213 0);924;fracture;1;1;0.597;;;-9999
LINESTRING Z (5.631293918178445 5.020066631926969 0, 5.631293918178445 5.02006663192697 0, 5.631293918178445 5.02006663192697 0, 5.493988405859801 5.244204992406062 0);925;fracture;1;1;0.2629;;;-9999
LINESTRING Z (5.493988405859801 5.244204992406062 0, 5.490649338165309 5.249655706990886 0);926;fracture;0;1;0.0064;;;-9999
LINESTRING Z (5.490649338165309 5.249655706990886 0, 5.4212018773035355 5.363022168061075 0);927;fracture;1;1;0.1329;;;-9999
LINESTRING Z (4.831777792348825 6.3252016596028655 0, 4.82171700539046 6.341624949942034 0);928;fracture;1;1;0.0193;;;-9999
LINESTRING Z (4.82171700539046 6.341624949942034 0, 3.965367218137704 7.7395355951171245 0);929;fracture;1;1;1.6394;;;-9999
LINESTRING Z (3.2706890371787374 8.873532518557456 0, 1.4989584586278926 11.765716381980814 0);930;fracture;1;1;3.3917;;;-9999
LINESTRING Z (0.1409719905984994 13.982501821669032 0, -0.9078988994117747 15.694685095823182 0);931;fracture;1;1;2.0079;;;-9999
