id;Fault;Set;dir;geometry;og_line_id;type;censored;f_set;length;b_group
;0.0;1.0;126.9236;LINESTRING (637002.2857959365 4518546.054625109, 637002.481755528 4518545.982581141, 637002.700769189 4518545.841374965, 637002.9630092306 4518545.731868135, 637003.2367763069 4518545.553199096, 637003.5163069007 4518545.247732674, 637003.8563544271 4518544.870222284, 637004.5623853081 4518544.380323306, 637004.9226051454 4518544.043157538, 637005.2626526718 4518543.812616843, 637005.6920347179 4518543.449515247, 637005.973006191 4518543.283814121);320;fracture;0;1;4.6547;-9999
;0.0;1.0;131.32783;LINESTRING (637005.457171384 4518543.53020449, 637005.915371017 4518543.161339377, 637006.2395688705 4518542.845786799, 637006.4960453947 4518542.6080417065, 637006.7265860905 4518542.4481041, 637006.8332111624 4518542.347242545, 637007.1847857236 4518542.023044692, 637007.4297352128 4518541.8184398245, 637007.6458671154 4518541.60518968, 637007.8821713285 4518541.458219986, 637008.1011849897 4518541.31701381, 637008.536330553 4518540.887631765, 637008.8763780794 4518540.511562254, 637008.9095183046 4518540.494271702);321;fracture;0;1;4.6133;-9999
;0.0;1.0;127.11955;LINESTRING (637008.2647247958 4518540.560552152, 637008.3367687633 4518540.514444012, 637008.4282646019 4518540.432313889, 637008.5817182526 4518540.314161783, 637008.7589464125 4518540.1873644, 637008.7920866376 4518540.161428572);322;fracture;0;1;0.6622;-9999
;0.0;1.0;125.83106;LINESTRING (637008.8857437952 4518540.18808484, 637009.0910691025 4518540.064169216, 637009.2034576918 4518539.978436896, 637009.2992761686 4518539.899908971, 637009.373481455 4518539.854521272, 637009.4152669562 4518539.842994237, 637009.4570524573 4518539.812735771, 637009.5752045639 4518539.708272018, 637009.6616573249 4518539.631184973, 637009.7430670081 4518539.5699476, 637009.8007021821 4518539.527441659);323;fracture;0;1;1.134;-9999
;0.0;1.0;305.84386;LINESTRING (637012.6050136148 4518535.881296461, 637012.2577616916 4518536.133450347, 637011.9494135109 4518536.290506196, 637011.701582263 4518536.477820511, 637011.3355989082 4518536.711242965, 637011.1843065766 4518536.800577485, 637010.946561484 4518536.953310696, 637010.6526220968 4518537.168001719, 637010.2001859813 4518537.493640452, 637009.955236492 4518537.691040923, 637009.6425656732 4518537.966248878, 637009.3644759589 4518538.188144298, 637009.1152038315 4518538.379781252, 637008.9120398433 4518538.557009412, 637008.7175211312 4518538.689570311);324;fracture;0;1;4.806;-9999
;1.0;1.0;124.31733;LINESTRING (637003.0219718243 4518542.866366863, 637003.3200274243 4518542.689200947, 637004.0411969179 4518542.216063736, 637004.9687125962 4518541.597025182, 637005.8191089935 4518541.12805658, 637006.4538996734 4518540.622509955, 637006.8270874249 4518540.386205742, 637006.9812615152 4518540.260849239, 637007.2463833154 4518540.077857561, 637007.4682787352 4518539.930887869, 637007.8040036235 4518539.726283001, 637008.0014040944 4518539.520237254, 637008.5417338503 4518539.044747069, 637008.8961901702 4518538.789711424, 637009.1872477987 4518538.57790216, 637009.6036619305 4518538.286844531, 637009.8529340579 4518538.1168207675, 637010.1324646518 4518537.917979419, 637010.4465763499 4518537.727783345, 637010.6872032012 4518537.576491013, 637011.0776815049 4518537.3675635075);325;fracture;0;1;9.7778;-9999
;1.0;1.0;124.04674;LINESTRING (637007.525913909 4518550.524232838, 637008.318397551 4518549.904654718, 637008.8803404971 4518549.47815443, 637009.540263239 4518548.939265554, 637010.3298651222 4518548.3802043665, 637010.8543452054 4518548.002693977, 637011.8053255758 4518547.374470581, 637012.4969476634 4518546.835581705, 637012.9378567442 4518546.6021592505, 637013.473863862 4518546.270757, 637013.8686648037 4518546.0171622345, 637014.5257057868 4518545.56184436, 637014.877280348 4518545.337067182, 637015.2605542549 4518545.077708899, 637015.9925209641 4518544.619509266, 637016.3786766297 4518544.380323294, 637016.756187019 4518544.207417773, 637017.081825752 4518544.092147425, 637017.473744935 4518543.919241903, 637017.8800729114 4518543.671410655, 637018.2748738531 4518543.39476182, 637018.7273099687 4518543.069123087, 637019.3382428127 4518542.68584918, 637019.7388072717 4518542.443781449, 637020.1998886635 4518542.106615682, 637020.8943925097 4518541.550436253, 637021.2344400361 4518541.325659075, 637021.5485517342 4518541.069182551, 637022.075913576 4518540.668618091, 637022.4822415524 4518540.4034962915, 637022.7387180765 4518540.244999562);326;fracture;0;1;18.4059;-9999
;1.0;1.0;122.67591;LINESTRING (637018.7791816249 4518556.939027703, 637019.2921346732 4518556.6537335925, 637019.6984626496 4518556.374202998, 637019.9779932434 4518556.175361648, 637020.439074635 4518555.878540503, 637020.879983716 4518555.668172117, 637021.194095414 4518555.518320666, 637021.660940323 4518555.152337312, 637022.1883021648 4518554.766181646, 637022.5139408977 4518554.581749089, 637023.055711533 4518554.316627289, 637023.4361036811 4518554.094731869, 637023.7675059313 4518553.890127001, 637024.6723781627 4518553.351238124, 637025.3121285938 4518552.921856077, 637025.6838754659 4518552.6163896555, 637026.1521612543 4518552.315245872, 637026.5167037296 4518552.087586936, 637027.5282010325 4518551.362824623, 637027.77747316 4518551.162542393, 637027.8451944893 4518551.122197771, 637027.9748736308 4518551.006927423, 637028.2414363105 4518550.787913762, 637028.9661986231 4518550.104936951, 637029.1477494211 4518549.940676704, 637029.4532158431 4518549.715899526, 637029.7558005064 4518549.475272674, 637029.9157381142 4518549.360002327, 637030.3926691785 4518548.95511523, 637030.8479870529 4518548.596336273, 637031.2067660107 4518548.361472938, 637031.5568996926 4518548.159749829, 637031.8493982005 4518547.9738763925, 637032.1332514322 4518547.815379664, 637032.3854053183 4518547.638151505, 637032.6073007381 4518547.455159827, 637032.813346485 4518547.3672661865, 637032.9920155243 4518547.2649637535, 637033.604815939 4518546.891854249, 637033.9384155303 4518546.665006527, 637034.6539866535 4518546.253011032, 637034.9425502999 4518546.076203248, 637035.2794858871 4518545.876043494, 637035.7782172761 4518545.569131869, 637036.0300849675 4518545.449036016, 637036.3103086242 4518545.273896231, 637036.6489122093 4518545.06206049, 637037.199351535 4518544.741804882, 637037.4595592162 4518544.546649121, 637037.8882346909 4518544.252247482, 637038.1559483628 4518544.110467656, 637038.5437578877 4518543.941165863, 637038.77060561 4518543.873611947, 637039.0708452421 4518543.670116195, 637039.3127049458 4518543.484968422, 637039.8606422743 4518543.148866834, 637040.0566320341 4518542.995411022, 637040.2476178001 4518542.907841129, 637040.446109557 4518542.801923259, 637040.748851186 4518542.61343949, 637041.0641027999 4518542.46582167, 637041.4093783769 4518542.2756699035, 637041.6445660888 4518542.093024128, 637041.9189517526 4518541.942070313, 637042.2492153479 4518541.754420542, 637042.5344429984 4518541.600130731, 637042.8780505774 4518541.403306972, 637043.3842879572 4518541.108905333, 637043.6228116651 4518540.958785517, 637043.8363154031 4518540.8094997015, 637044.0548231355 4518540.71192182, 637044.1978539602 4518540.637278912, 637044.5005955894 4518540.452131138, 637044.6432094147 4518540.349966263);327;fracture;0;1;30.8336;-9999
;0.0;1.0;125.79022;LINESTRING (637019.1955957565 4518557.588864288, 637019.2878120348 4518557.530508675, 637019.3295975359 4518557.508175044, 637019.3929962273 4518557.435410637, 637019.4952986611 4518557.369850627, 637019.6040850519 4518557.308613255, 637019.7186349602 4518557.232967089, 637019.9239602674 4518557.106890146, 637020.0521985295 4518556.996662876, 637020.1559418426 4518556.918134951, 637020.3641489086 4518556.753874707, 637020.5399361893 4518556.630679523, 637020.7214869872 4518556.488752906);328;fracture;0;1;1.8871;-9999
;0.0;1.0;126.29828;LINESTRING (637020.4859032136 4518556.7063256875, 637020.7755199628 4518556.498118622, 637020.989490546 4518556.356912445, 637021.1962567327 4518556.227953744, 637021.4793895249 4518556.045682506, 637021.6631016417 4518555.890787977, 637021.8050282575 4518555.776958508, 637021.8943627772 4518555.671774316);329;fracture;0;1;1.7537;-9999
;0.0;1.0;126.3146;LINESTRING (637020.1991682233 4518557.11913762, 637020.3699124261 4518557.056459368, 637020.5521836638 4518556.947672977, 637020.7402184189 4518556.815112077, 637020.967877356 4518556.599700614, 637021.1335784812 4518556.449849161, 637021.2308378372 4518556.349708047, 637021.4001411607 4518556.239480777, 637021.5528743716 4518556.124210428);330;fracture;0;1;1.694;-9999
;1.0;1.0;122.96253;LINESTRING (637014.7310310932 4518556.872747248, 637015.2094030371 4518556.596098413, 637015.5840316679 4518556.322331336, 637015.993241403 4518556.060091295, 637016.3505794816 4518555.867013463, 637016.8058973559 4518555.529847695, 637017.0796644322 4518555.305070517, 637017.7050060696 4518554.867043193, 637018.160323944 4518554.60768491, 637018.5263072987 4518554.38578949, 637018.7251486488 4518554.267637384, 637018.9902704491 4518553.996752067, 637019.34184501 4518553.697049162, 637019.6184938451 4518553.561606504, 637020.0449941324 4518553.267667117, 637021.1861705768 4518552.581808547, 637022.2812388821 4518551.95358515, 637022.4944890259 4518551.838314803);331;fracture;0;1;9.2797;-9999
;1.0;1.0;119.23236;LINESTRING (637021.9354278384 4518552.04436055, 637022.3950683507 4518551.79941106, 637022.9109031578 4518551.502589915, 637023.5218360018 4518551.192800854, 637023.8532382521 4518550.98243247, 637024.2509209524 4518550.754773533, 637024.6226678245 4518550.570340976, 637024.9900920585 4518550.372940503, 637025.2998811186 4518550.189948826, 637025.7537581135 4518549.907536474);332;fracture;0;1;4.3782;-9999
;0.0;1.0;120.29934;LINESTRING (637020.550742784 4518555.388641518, 637021.1357397998 4518555.005367611, 637021.6890374699 4518554.636502498, 637022.0780748941 4518554.469360493, 637022.4094771444 4518554.325272558, 637022.8503862253 4518554.060150757, 637023.3258764105 4518553.783501923, 637023.6688056955 4518553.552961227, 637023.8993463914 4518553.4319273615);333;fracture;0;1;3.8873;-9999
;0.0;1.0;123.49148;LINESTRING (637023.4915775355 4518556.8842742825, 637023.621256677 4518556.777649211, 637023.8474747348 4518556.627797759, 637024.0636066372 4518556.475064548, 637024.3244057993 4518556.3597941995, 637024.4267082331 4518556.294954629, 637024.7509060866 4518556.07161833, 637025.0434045945 4518555.911680723, 637025.1305777951 4518555.835314116, 637025.2091057198 4518555.809738508, 637025.2429663845 4518555.749221576, 637025.2580956176 4518555.698790799, 637025.3510323357 4518555.711758713, 637025.6637031544 4518555.5647890195, 637026.1658496077 4518555.2326663295, 637026.6060382486 4518554.961060571, 637026.8481059793 4518554.792477687, 637027.0512699675 4518554.644787554, 637027.3401662769 4518554.452430161, 637027.4756089358 4518554.362375202, 637027.7731505213 4518554.129673187, 637027.9943255015 4518553.937315794, 637028.1448973934 4518553.805475335, 637028.2752969745 4518553.719022573);334;fracture;0;1;5.7996;-9999
;1.0;1.0;124.0742;LINESTRING (637015.3189098673 4518555.732651461, 637016.0451130592 4518555.06984696, 637016.581120177 4518554.608765569, 637017.8462122456 4518553.744237958, 637018.1315063568 4518553.450298571, 637018.3678105699 4518553.216876117, 637018.4657903657 4518553.162122701, 637018.6185235766 4518553.058379388, 637018.9643346205 4518552.891237384, 637019.589676258 4518552.453210062, 637020.8317142571 4518551.6232635565, 637021.1804070596 4518551.37255055, 637021.8201574906 4518551.023857747, 637022.3590463671 4518550.669401428, 637022.9008170024 4518550.312063349, 637023.2351010113 4518550.041178032, 637023.3763071875 4518549.914380649, 637023.8085709922 4518549.631968297, 637024.2523618317 4518549.317856599, 637025.2869132044 4518548.767440688, 637025.5952613851 4518548.58588989, 637026.2811199554 4518548.202615983, 637026.7220290361 4518547.879859009, 637026.9093433515 4518547.802051524, 637027.3387253976 4518547.594564898, 637027.563502576 4518547.450476963);335;fracture;0;1;14.8432;-9999
;1.0;1.0;125.50719;LINESTRING (637023.122712422 4518551.918643825, 637023.5751485378 4518551.621822679, 637023.9829173934 4518551.329324171, 637024.2595662285 4518551.1765909605, 637024.4050950428 4518551.029621267, 637024.5679144092 4518550.91291004, 637024.9771241446 4518550.678046705, 637025.2955584807 4518550.474882717, 637025.6442512831 4518550.229933228, 637025.9554812225 4518550.028210119, 637026.6672756211 4518549.443213103, 637027.3142304488 4518549.013831058, 637027.5166739973 4518548.845248175, 637027.6600414925 4518548.724934749, 637027.8898617488 4518548.564997142, 637028.0915848576 4518548.429554483, 637028.3970512797 4518548.208379502, 637028.5613115254 4518548.043398815, 637028.6319146135 4518547.9879249595);336;fracture;0;1;6.7838;-9999
;0.0;1.0;127.81043;LINESTRING (637028.8033792563 4518548.127690256, 637028.9395423548 4518547.992247597, 637029.0598557804 4518547.94181682, 637029.1830509648 4518547.8683319725, 637029.3948602291 4518547.683178976, 637029.600905976 4518547.508832576);337;fracture;0;1;1.0172;-9999
;0.0;1.0;128.09109;LINESTRING (637029.4921195853 4518548.938905329, 637029.7673275409 4518548.812107947, 637030.0497398933 4518548.597416923, 637030.258667399 4518548.500878007, 637030.5871878905 4518548.263132915, 637030.8018789135 4518548.077259479, 637030.8350191386 4518547.998011114, 637031.022333454 4518547.842396145, 637031.303304927 4518547.588801379, 637031.575631124 4518547.353938045, 637031.7442140077 4518547.217054508, 637032.8018194502 4518546.326591069, 637032.9646388167 4518546.205557204, 637033.0784682853 4518546.127749719);338;fracture;0;1;4.5854;-9999
;0.0;1.0;122.73967;LINESTRING (637031.4156935164 4518546.377021846, 637031.7543001635 4518546.121986201, 637032.1606281399 4518545.845337366, 637032.4632128031 4518545.6882815175, 637033.0640594916 4518545.306448491, 637033.5726899019 4518544.9793688785, 637034.1043743816 4518544.695515646, 637034.2326126436 4518544.565836504);339;fracture;0;1;3.3581;-9999
;0.0;1.0;124.83306;LINESTRING (637033.0755865264 4518546.024006406, 637033.3205360158 4518545.823724177, 637033.6000666096 4518545.61767843, 637033.9761361197 4518545.359761026, 637034.1951497807 4518545.199823419, 637034.5712192908 4518544.905884031, 637034.9242347314 4518544.660934542, 637035.5178770231 4518544.257488323, 637035.7873214614 4518544.077378405, 637036.0365935888 4518543.930408712, 637036.545223999 4518543.596124702, 637036.7426244698 4518543.472209078);340;fracture;0;1;4.4708;-9999
;0.0;1.0;124.92305;LINESTRING (637036.2469619737 4518543.672491307, 637036.6676987436 4518543.3857563175, 637036.9299387851 4518543.168183535, 637037.1302210147 4518543.032740876, 637037.2519753197 4518542.970783064);341;fracture;0;1;1.2283;-9999
;0.0;1.0;125.4117;LINESTRING (637037.2462118024 4518542.876405466, 637037.4436122732 4518542.742403687, 637037.6518193391 4518542.60335883, 637037.8326496973 4518542.459270895, 637037.9291886137 4518542.390829126);342;fracture;0;1;0.8385;-9999
;0.0;1.0;123.5672;LINESTRING (637037.8204022229 4518542.436937265, 637037.9882646671 4518542.330312193, 637038.0732765486 4518542.269074821, 637038.220966682 4518542.18262206, 637038.367215936 4518542.090405782, 637038.4983359567 4518541.990264667, 637038.8117272152 4518541.815197825, 637039.0264182382 4518541.710013633, 637039.2252595884 4518541.565205258, 637039.4702090777 4518541.427601281, 637039.6935453766 4518541.285674665, 637039.8743757351 4518541.206426301, 637040.0494425759 4518541.156715963, 637040.2245094168 4518541.137264092, 637040.3354571267 4518541.107726065, 637040.443523078 4518541.03352078, 637040.6106650825 4518540.880787569, 637040.6927952054 4518540.774162497, 637040.8231947866 4518540.65817171, 637041.0407675683 4518540.470857394, 637041.1365860449 4518540.392329469, 637041.174048908 4518540.3238877, 637041.2684265054 4518540.210058232, 637041.4694291744 4518540.015539519);343;fracture;0;1;4.4558;-9999
;0.0;1.0;121.34521;LINESTRING (637039.1294411116 4518542.135073041, 637039.4442732494 4518541.947038285, 637039.779277698 4518541.751799134, 637040.140217975 4518541.479472937, 637040.3700382311 4518541.335385002, 637040.5926540906 4518541.221555533, 637040.8736255636 4518540.986692201, 637041.094080104 4518540.834679429, 637041.3937830086 4518540.662494347, 637041.5133759946 4518540.607020493, 637041.7078947067 4518540.498234102, 637042.0234472842 4518540.295070113, 637042.1632125811 4518540.1913268, 637042.3231501889 4518540.112078436, 637042.4348183384 4518540.084701728, 637042.6048421016 4518540.050120624, 637042.6790473881 4518540.024184795, 637042.986675129 4518539.7936440995, 637043.2532378086 4518539.6120933015, 637043.4679288316 4518539.494661635, 637043.8050945994 4518539.287175008);344;fracture;0;1;5.5047;-9999
;0.0;1.0;133.32236;LINESTRING (637020.4693331008 4518563.447839935, 637020.4318702378 4518563.5688738, 637020.5557858618 4518563.303752, 637020.8612522838 4518563.058802511, 637021.5010027149 4518562.629420465, 637022.1263443524 4518562.061714001, 637022.6537061941 4518561.55452447, 637022.9678178922 4518561.2836391525, 637023.2617572794 4518560.865784141, 637024.0686497149 4518560.171280296, 637024.3798796543 4518559.880222667, 637024.659410248 4518559.5661109695, 637024.7228089394 4518559.436431828);345;fracture;0;1;6.1389;-9999
;1.0;1.0;128.54466;LINESTRING (637024.6190656263 4518561.194304635, 637025.2847518856 4518560.646770482, 637025.748715036 4518560.177043814, 637026.4432188822 4518559.5257663485, 637026.9273543435 4518559.154019476, 637028.0137773728 4518558.185748554, 637028.4201053492 4518557.811119922, 637028.8206698082 4518557.484040312, 637029.2097072324 4518557.139670148, 637029.3076870282 4518557.058980904, 637029.4589793598 4518556.976850781, 637029.5555182762 4518556.884634502, 637029.8264035938 4518556.645448531, 637030.128988257 4518556.321250677, 637030.591510528 4518555.920686218, 637030.8407826554 4518555.688704643, 637031.1231950079 4518555.41205581, 637031.2327018384 4518555.32272129, 637031.4257796712 4518555.185837752, 637031.6015669517 4518555.066244766, 637031.8479573204 4518554.883253089, 637032.0223037216 4518554.746369551, 637032.200972761 4518554.603722495, 637032.4171046633 4518554.430816973, 637032.7355389994 4518554.246384416, 637033.1375443379 4518554.048983945, 637033.3421492054 4518553.923627442, 637033.5020868132 4518553.83717468, 637033.7355092678 4518553.7680124715, 637033.9891040332 4518553.729108729);346;fracture;0;1;12.0767;-9999
;0.0;1.0;127.82124;LINESTRING (637027.0944963477 4518553.378975044, 637027.6305034655 4518552.969765309, 637027.8956252658 4518552.889076065, 637028.1261659616 4518552.762278683, 637028.7313352883 4518552.306960809, 637029.7341873152 4518551.494304855, 637030.71974879 4518550.819973321, 637031.5612223299 4518550.093770129, 637031.8666887518 4518549.822884811, 637032.1375740696 4518549.436729145, 637033.0193922311 4518548.808505749, 637033.360880637 4518548.63127759, 637033.5164956066 4518548.533297795, 637033.7038099221 4518548.361833152, 637033.9228235831 4518548.173077958, 637034.1029335017 4518548.027549143, 637034.5308746684 4518547.733609756, 637034.6533494131 4518547.650038755, 637034.8507498838 4518547.475692353, 637035.0222145263 4518547.278291881, 637035.2217763163 4518547.108988558, 637035.3363262246 4518547.000202167, 637035.4033271143 4518546.923115121, 637035.4955433926 4518546.83810324, 637035.6525992417 4518546.730037289, 637035.8211821256 4518546.604680786);347;fracture;0;1;11.1146;-9999
;1.0;1.0;125.1901;LINESTRING (637022.1167927616 4518561.210417802, 637022.4020204121 4518560.955214116, 637022.715604028 4518560.654974483, 637023.1542874904 4518560.33138288, 637023.3828032105 4518560.089523176, 637023.5746229754 4518559.922723381, 637023.784790718 4518559.8076315215, 637024.0183104319 4518559.625819745, 637024.2017902071 4518559.454015954, 637024.3352300435 4518559.37562005, 637024.5120378269 4518559.267200183, 637025.0291171934 4518559.018668488, 637025.4394446906 4518558.778476782, 637025.8047362431 4518558.533281082, 637026.2033877546 4518558.264733411, 637026.5586713192 4518557.966161777, 637026.7454870903 4518557.842729929, 637027.029046743 4518557.664254148, 637027.3568083409 4518557.430734438, 637027.6020040405 4518557.195546726, 637027.9439436216 4518556.745187278, 637028.1441033763 4518556.568379494, 637028.3909670739 4518556.379895725, 637028.881358473 4518556.044628136, 637029.6302895553 4518555.5909326915, 637029.9722291364 4518555.34740499, 637030.3892286255 4518555.035489372, 637030.7211602187 4518554.847005603, 637030.8779520267 4518554.733581742, 637030.9980478795 4518554.678537809, 637031.3516634462 4518554.4800460525, 637031.5618311887 4518554.298234276, 637031.8637388188 4518554.078058545, 637032.165646449 4518553.926270731, 637032.5225980115 4518553.697755011, 637032.8328456314 4518553.532623214, 637033.0947213105 4518553.3691594135, 637033.3966289407 4518553.19235163, 637033.5634287363 4518553.063915787, 637033.8586643746 4518552.930475951);348;fracture;0;1;14.4571;-9999
;1.0;1.0;127.81634;LINESTRING (637026.9423108494 4518562.706611969, 637027.3960062935 4518562.439732295, 637027.8930696845 4518562.18286061, 637028.7671006136 4518561.335517649, 637029.277507988 4518560.891830193, 637029.6411315425 4518560.608270541, 637030.1782268845 4518560.191271052, 637030.5652024103 4518559.850999468, 637031.5526572005 4518558.826848722, 637031.9696566896 4518558.32311334, 637032.3266082522 4518557.976169765, 637032.7235917659 4518557.599202227, 637033.4908708258 4518556.926999051, 637033.9326042461 4518556.4423566125, 637034.2994419076 4518556.129710878, 637034.626677776 4518555.850414022, 637034.9372392055 4518555.573201471, 637035.3395100501 4518555.185520761, 637035.6980104921 4518554.88746516, 637035.8168158712 4518554.804092965, 637036.1940750572 4518554.531049023, 637037.2112158461 4518553.834891189, 637038.5305808447 4518553.088710037, 637039.220485765 4518552.6885234965, 637040.0041844056 4518552.150772834, 637041.1422148782 4518551.535902889, 637041.8237825789 4518551.156559399);349;fracture;0;1;18.9677;-9999
;0.0;1.0;117.22936;LINESTRING (636983.5751979826 4518530.4391915025, 636984.439220924 4518529.985496058, 636985.0263562046 4518529.678584435, 636985.5601155506 4518529.4784246795, 636986.2606746923 4518529.174849052, 636986.7360541099 4518528.989701279, 636986.8578179607 4518528.914641371, 636986.9779138135 4518528.852925447, 636987.1347056215 4518528.8162294915, 636987.2347854988 4518528.777865538, 636987.383237317 4518528.667777673, 636987.4766452025 4518528.6194057325, 636987.5850650697 4518528.597721759, 636987.8569487366 4518528.435925958, 636988.3490081336 4518528.120674343, 636988.5942038333 4518527.938862565, 636988.8243875512 4518527.7453748025, 636988.9528233939 4518527.671982892);350;fracture;0;1;6.0836;-9999
;0.0;1.0;118.80602;LINESTRING (637023.8341942881 4518570.25892311, 637023.9148945578 4518570.180910819, 637024.1809402319 4518570.019115018, 637024.3819339856 4518569.917367143, 637024.5670817588 4518569.824793256, 637024.7605695217 4518569.735555366, 637024.8314594349 4518569.710535396);351;fracture;0;1;1.1442;-9999
;0.0;1.0;124.1405;LINESTRING (637024.603777714 4518569.7071994, 637025.0558051601 4518569.395283783, 637025.2567989138 4518569.269349936, 637025.4561246695 4518569.129238107);352;fracture;0;1;1.03;-9999
;0.0;1.0;130.15055;LINESTRING (637027.0190387545 4518568.3344370825, 637027.0757506851 4518568.291069136, 637027.1016046534 4518568.264381168, 637027.2975944133 4518568.1100913575, 637027.3634803325 4518568.049209432, 637027.5644740863 4518567.862393661, 637027.7454518646 4518567.700597859, 637027.8188437746 4518567.65973191);353;fracture;0;1;1.0489;-9999
;0.0;1.0;134.2901;LINESTRING (637027.3409623604 4518567.9916635025, 637027.5694780804 4518567.777325764, 637027.7487878606 4518567.608023972, 637027.8313537595 4518567.485426122, 637027.9998215531 4518567.30778434, 637028.1974793107 4518567.103454592, 637028.4309990247 4518566.923310812, 637028.4993869408 4518566.861594887);354;fracture;0;1;1.6239;-9999
;0.0;1.0;123.99541;LINESTRING (637026.5953672739 4518568.939920342, 637026.8397289745 4518568.762695558, 637026.9873467936 4518568.652190694, 637027.241716482 4518568.487475896, 637027.3630633332 4518568.400740002, 637027.5169361447 4518568.283563145, 637027.6507929806 4518568.203082244, 637027.8259327661 4518568.106755362, 637027.9026606721 4518568.066723411, 637028.0527804883 4518567.957052547);355;fracture;0;1;1.7604;-9999
;0.0;1.0;133.50659;LINESTRING (637027.7475368625 4518568.06922541, 637027.8826446969 4518567.948295558, 637027.977303581 4518567.8511346765);356;fracture;0;1;0.317;-9999
;0.0;1.0;137.4851;LINESTRING (637027.6849869391 4518568.023355466, 637027.7179298988 4518567.924943587, 637027.7942408053 4518567.845296684, 637027.901409674 4518567.743965808, 637028.0411045029 4518567.611776969, 637028.1307593931 4518567.537134061);357;fracture;0;1;0.6706;-9999
;0.0;1.0;125.55937;LINESTRING (637024.1163053114 4518569.746814355, 637024.2755991163 4518569.590856546, 637024.4474029058 4518569.442404727, 637024.5041148363 4518569.387360795, 637024.592518728 4518569.317304881, 637024.670080633 4518569.276438931, 637024.7509785339 4518569.251418962, 637024.932790311 4518569.129655111, 637025.1462940496 4518569.053761204, 637025.4465336816 4518568.849431455, 637025.5883135078 4518568.703481634, 637025.7159153515 4518568.615911741, 637025.8635331707 4518568.500819882, 637025.9911350142 4518568.406577997);358;fracture;0;1;2.3268;-9999
;0.0;1.0;128.85669;LINESTRING (637026.2838686557 4518568.425759972, 637026.3914545239 4518568.328182092, 637026.4765224196 4518568.21559223, 637026.6324802286 4518568.061302419, 637026.8526559588 4518567.861976664, 637026.9552378332 4518567.748552802, 637027.0277957442 4518567.703516858, 637027.1003536554 4518567.630124947, 637027.1649885761 4518567.584255003, 637027.2296234969 4518567.5262920745, 637027.3217803839 4518567.471665142, 637027.4352042452 4518567.399941228, 637027.5427901134 4518567.321545324, 637027.6587159713 4518567.240647423, 637027.7637998426 4518567.173927505, 637027.9547856086 4518567.037985671, 637028.1557793623 4518566.902043838, 637028.3501011243 4518566.76109801);359;fracture;0;1;2.6678;-9999
;0.0;1.0;118.55087;LINESTRING (637024.848973414 4518570.73739664, 637024.9857492464 4518570.662336731, 637025.230110947 4518570.541406879, 637025.3251868306 4518570.480524954, 637025.6287624586 4518570.357927104, 637025.843100196 4518570.244503244, 637026.0899638935 4518570.112731405, 637026.2284077238 4518570.025995512, 637026.335993592 4518569.935089623, 637026.3835315338 4518569.916741645, 637026.7096251344 4518569.7082418995, 637026.9289668656 4518569.605660025);360;fracture;0;1;2.3757;-9999
;0.0;1.0;121.19444;LINESTRING (637022.0300568676 4518571.108526185, 637022.0725908156 4518571.086842212, 637022.1885166735 4518571.0034423135, 637022.2752525673 4518570.927548407, 637022.4328783741 4518570.856658493, 637022.7581379756 4518570.648992748, 637023.0024996762 4518570.519722907);361;fracture;0;1;1.141;-9999
;0.0;1.0;121.8288;LINESTRING (637022.9966616833 4518570.390453065, 637023.3002373114 4518570.229491263, 637023.5737889762 4518570.069363458, 637023.771446734 4518569.935923621, 637023.8740286083 4518569.8458517315);362;fracture;0;1;1.0356;-9999
;0.0;1.0;121.94038;LINESTRING (637023.9941244612 4518569.900061665, 637024.1384062844 4518569.779131813, 637024.2134661925 4518569.724921879, 637024.2826881076 4518569.698233913, 637024.4152939451 4518569.635683989, 637024.5070338327 4518569.582308055, 637024.5946037255 4518569.511418141, 637024.7021895937 4518569.445532222, 637024.9198633269 4518569.322934372);363;fracture;0;1;1.0964;-9999
;1.0;1.0;123.00031;LINESTRING (637024.1467462744 4518562.385730874, 637024.3485740272 4518562.233943059, 637024.733881555 4518562.0654752655, 637025.108764096 4518561.86573251, 637025.4548736719 4518561.615115818, 637025.8172462279 4518561.3565761335, 637026.2313267207 4518561.116384429, 637026.7067061382 4518560.78903983, 637027.299262412 4518560.369121343, 637027.4735681983 4518560.230260513, 637027.6545459764 4518560.1535326075, 637027.8180097764 4518560.043861741, 637028.0848894494 4518559.848705981, 637028.3734530959 4518559.675234193, 637029.0143813104 4518559.258234706, 637029.5627356386 4518558.929639108, 637029.8512992851 4518558.681107412);364;fracture;0;1;6.8208;-9999
;0.0;1.0;122.55275;LINESTRING (637012.8031091744 4518560.890370709, 637012.9832529536 4518560.721902916, 637013.1317047718 4518560.708558932, 637013.201760686 4518560.693546951, 637013.2668126062 4518560.631831026, 637013.3335325245 4518560.56344311, 637013.5653842405 4518560.5150711695, 637014.5161430755 4518559.899579924, 637015.10828235 4518559.555972344, 637016.0140052403 4518558.885437165, 637016.8930401633 4518558.291629894, 637017.0072980237 4518558.2065619975);365;fracture;0;1;5.0368;-9999
