type;n_type;n_index;n_origin;geometry;og_line_id
node;3;9879;[2];POINT Z (410125.15101328207 5081045.01769468 0);3143
node;3;9907;[2];POINT Z (410123.7221443602 5081045.332851661 0);3155
node;3;9985;[2];POINT Z (410132.10760961694 5081044.713430085 0);3176
node;3;9986;[2];POINT Z (410132.3074029244 5081044.704928243 0);3177
node;3;10006;[2];POINT Z (410122.6787657507 5081046.352567782 0);3179
node;3;10014;[2];POINT Z (410133.726420145 5081044.593734641 0);3182
node;3;10060;[2];POINT Z (410137.45694550395 5081044.25321292 0);3189
node;3;10079;[2];POINT Z (410130.24252762605 5081039.901780935 0);3194
node;3;10084;[2];POINT Z (410130.2996832082 5081040.024405638 0);3196
node;3;10230;[2];POINT Z (410136.90425090876 5081039.959571975 0);3231
node;3;10383;[2];POINT Z (410116.0171245249 5081025.31886377 0);3274
node;3;10431;[2];POINT Z (410118.5549394102 5081031.383833437 0);3288
node;3;10445;[2];POINT Z (410129.50687836134 5081032.273641853 0);3292
node;3;10490;[2];POINT Z (410119.9912198511 5081035.10107482 0);3299
node;3;10494;[2];POINT Z (410120.5233294887 5081035.227196086 0);3300
node;3;10666;[2];POINT Z (410121.8348214326 5081031.400738617 0);3327
node;3;10669;[2];POINT Z (410122.27748625475 5081031.7204413 0);3328
node;3;10670;[2];POINT Z (410122.069787007 5081031.462414117 0);3329
node;3;10672;[2];POINT Z (410122.1746062072 5081031.495456147 0);3330
node;3;10682;[2];POINT Z (410118.796711314 5081031.424791059 0);3332
node;3;10734;[2];POINT Z (410144.0847529392 5081034.640982547 0);3344
node;3;10744;[2];POINT Z (410145.2722160639 5081035.112884879 0);3347
node;3;10757;[2];POINT Z (410144.59105696954 5081033.15519814 0);3352
node;3;10803;[2];POINT Z (410120.27241413976 5081027.790999582 0);3363
node;3;10923;[2];POINT Z (410130.9513654086 5081025.896287455 0);3387
node;3;11171;[2];POINT Z (410128.2405674054 5081021.898592406 0);3453
node;3;11174;[2];POINT Z (410128.2779069296 5081022.112694527 0);3454
node;3;11206;[2];POINT Z (410122.0423689687 5081023.576290375 0);3462
node;3;11286;[2];POINT Z (410144.3683784685 5081030.314413897 0);3477
node;3;11288;[2];POINT Z (410144.3328693417 5081030.123631706 0);3479
node;3;11451;[2];POINT Z (410137.9861296353 5081034.854244218 0);3518
node;4;17;[1 2];POINT Z (410096.9599506529 5081029.246426207 0);5
node;4;71;[1 2];POINT Z (410100.9678066075 5081028.329666001 0);23
node;4;113;[1];POINT Z (410101.67817425384 5081028.262956389 0);33
node;4;239;[1];POINT Z (410104.5747559706 5081026.606555598 0);74
node;4;330;[1 2];POINT Z (410105.45070196973 5081028.507007141 0);104
node;4;342;[1 2];POINT Z (410105.6253232506 5081028.640002056 0);109
node;4;387;[1];POINT Z (410108.53582961165 5081023.546086071 0);123
node;4;399;[1 2];POINT Z (410101.3609255439 5081028.669213071 0);128
node;4;404;[1 2];POINT Z (410100.9328042439 5081028.995783935 0);131
node;4;409;[1 2];POINT Z (410101.6561767833 5081028.983904722 0);134
node;4;816;[1 2];POINT Z (410126.2246248434 5081023.281658469 0);268
node;4;856;[1];POINT Z (410108.4345066407 5081035.68177488 0);283
node;4;862;[1];POINT Z (410109.60191102285 5081035.2768251905 0);287
node;4;911;[1 2];POINT Z (410109.2710482919 5081035.222678089 0);310
node;4;983;[1 2];POINT Z (410110.1939889129 5081037.748523054 0);332
node;4;1003;[1 2];POINT Z (410107.3595501979 5081039.2062629415 0);339
node;4;1129;[1];POINT Z (410105.40299816255 5081043.990277095 0);381
node;4;1133;[1 2];POINT Z (410105.6985661412 5081043.799352841 0);383
node;4;1177;[1 2];POINT Z (410102.0389088032 5081042.456445718 0);399
node;4;1297;[1 2];POINT Z (410099.61189501424 5081045.136184843 0);443
node;4;1394;[1];POINT Z (410114.21744836454 5081040.102568684 0);469
node;4;1481;[1];POINT Z (410131.0478870476 5081044.1767798085 0);497
node;4;1658;[1];POINT Z (410107.33883662516 5081043.765166016 0);564
node;4;1763;[1 2];POINT Z (410104.31922317576 5081043.799947899 0);605
node;4;1770;[1 2];POINT Z (410104.9305391344 5081043.314586344 0);606
node;4;1783;[1 2];POINT Z (410103.78231432626 5081043.164117418 0);614
node;4;1861;[1 2];POINT Z (410104.4616699968 5081043.930423729 0);645
node;4;1864;[1 2];POINT Z (410105.3257609671 5081043.85967871 0);646
node;4;1871;[1 2];POINT Z (410104.6216233909 5081044.102685582 0);649
node;4;1958;[1 2];POINT Z (410109.9617343725 5081044.80806961 0);682
node;4;2010;[1 2];POINT Z (410133.7530144105 5081022.772240332 0);701
node;4;2030;[1 2];POINT Z (410104.2202995029 5081043.67506106 0);706
node;4;2036;[1 2];POINT Z (410104.88547935686 5081043.261354513 0);708
node;4;2045;[1 2];POINT Z (410105.93234818144 5081042.5983898 0);711
node;4;2098;[1 2];POINT Z (410115.9189554444 5081048.723447768 0);733
node;4;2170;[1 2];POINT Z (410118.8414988739 5081050.5629451405 0);757
node;4;2205;[1 2];POINT Z (410122.5165296173 5081046.90859073 0);768
node;4;2213;[1];POINT Z (410112.88656731916 5081056.523235163 0);771
node;4;2228;[1 2];POINT Z (410115.4767457781 5081054.4528821865 0);775
node;4;2322;[1 2];POINT Z (410115.37388683954 5081048.365444819 0);810
node;4;2362;[1 2];POINT Z (410103.6460524894 5081054.499729127 0);824
node;4;2382;[1 2];POINT Z (410102.9629358216 5081054.256926957 0);831
node;4;2415;[1 2];POINT Z (410111.3264904484 5081057.001610947 0);843
node;4;2490;[1];POINT Z (410116.4968115233 5081047.177661389 0);864
node;4;2711;[1];POINT Z (410124.8143905941 5081048.949262723 0);952
node;4;2728;[1];POINT Z (410126.35916859604 5081047.717564289 0);954
node;4;2962;[1];POINT Z (410117.82558381185 5081042.989677983 0);1026
node;4;3010;[1 2];POINT Z (410122.2121624282 5081040.69199284 0);1047
node;4;3050;[1 2];POINT Z (410128.1227601792 5081037.887402323 0);1063
node;4;3062;[1 2];POINT Z (410128.49685137917 5081038.012210766 0);1068
node;4;3094;[1 2];POINT Z (410133.8954793918 5081036.980497152 0);1083
node;4;3105;[1 2];POINT Z (410130.83565235644 5081038.959801136 0);1088
node;4;3119;[1 2];POINT Z (410132.42302067665 5081039.712159694 0);1095
node;4;3144;[1 2];POINT Z (410128.2857612761 5081036.584614148 0);1105
node;4;3311;[1 2];POINT Z (410130.9078677661 5081044.589744464 0);1167
node;4;3344;[1 2];POINT Z (410136.1131788736 5081056.62902613 0);1181
node;4;3362;[1 2];POINT Z (410136.0329802542 5081055.581230521 0);1189
node;4;3373;[1 2];POINT Z (410135.7122259797 5081056.056164823 0);1195
node;4;3376;[1 2];POINT Z (410135.99124767404 5081055.918726191 0);1196
node;4;3378;[1 2];POINT Z (410136.24193474546 5081055.781174576 0);1197
node;4;3384;[1 2];POINT Z (410136.72241173167 5081055.492766643 0);1202
node;4;3518;[1];POINT Z (410116.7461304687 5081054.405044521 0);1254
node;4;3601;[1];POINT Z (410131.0830195546 5081051.662943306 0);1269
node;4;3897;[1 2];POINT Z (410119.07700239954 5081053.928691124 0);1351
node;4;3963;[1];POINT Z (410110.67464186234 5081051.6144755725 0);1371
node;4;4138;[1];POINT Z (410135.16638798197 5081049.184129997 0);1428
node;4;4454;[1 2];POINT Z (410121.91787137464 5081046.783267326 0);1534
node;4;4616;[1 2];POINT Z (410131.2776371623 5081044.6429216545 0);1604
node;4;4620;[1 2];POINT Z (410131.8840241714 5081044.23110699 0);1606
node;4;4658;[1 2];POINT Z (410137.642368729 5081045.199794337 0);1621
node;4;4663;[1 2];POINT Z (410138.95325521333 5081044.872792046 0);1623
node;4;4664;[1];POINT Z (410139.1215625254 5081044.838784746 0);1624
node;4;4667;[1];POINT Z (410139.7261756706 5081044.599369891 0);1625
node;4;4680;[1 2];POINT Z (410138.1513362237 5081045.378726625 0);1629
node;4;4683;[1];POINT Z (410138.6956218853 5081045.349178067 0);1631
node;4;4726;[1 2];POINT Z (410139.06468734663 5081044.878606633 0);1646
node;4;4727;[1];POINT Z (410139.3127340575 5081044.618410621 0);1647
node;4;4760;[1 2];POINT Z (410135.33899895055 5081045.138910119 0);1663
node;4;4765;[1 2];POINT Z (410136.10175980435 5081044.565937318 0);1664
node;4;4768;[1 2];POINT Z (410136.6881184822 5081044.166106967 0);1665
node;4;4773;[1 2];POINT Z (410135.6665923536 5081045.153339744 0);1668
node;4;4776;[1 2];POINT Z (410136.23452937166 5081044.637731771 0);1669
node;4;4833;[1 2];POINT Z (410139.2103785304 5081043.371682711 0);1695
node;4;4835;[1];POINT Z (410139.29637461784 5081043.30749614 0);1696
node;4;4837;[1];POINT Z (410139.87835484033 5081042.636123245 0);1697
node;4;4876;[1];POINT Z (410128.574104229 5081034.201810626 0);1705
node;4;4906;[1];POINT Z (410126.4945517213 5081031.3360611545 0);1715
node;4;4907;[1 2];POINT Z (410126.7796275626 5081030.979348202 0);1716
node;4;4922;[1 2];POINT Z (410136.30058092996 5081044.093797479 0);1720
node;4;5035;[1 2];POINT Z (410138.26550157584 5081043.170007429 0);1760
node;4;5071;[1 2];POINT Z (410141.78074808256 5081041.337409245 0);1771
node;4;5092;[1];POINT Z (410138.6969643633 5081041.846560867 0);1776
node;4;5111;[1 2];POINT Z (410144.15045377694 5081039.084862146 0);1785
node;4;5154;[1 2];POINT Z (410137.3913729173 5081040.258370577 0);1794
node;4;5162;[1];POINT Z (410138.6168520601 5081040.2321931245 0);1797
node;4;5189;[1];POINT Z (410137.81998746115 5081041.164508851 0);1802
node;4;5202;[1];POINT Z (410136.3709675325 5081041.777933903 0);1806
node;4;5243;[1];POINT Z (410139.5768027313 5081040.323264428 0);1819
node;4;5421;[1 2];POINT Z (410140.0427058534 5081041.509141992 0);1874
node;4;5451;[1 2];POINT Z (410122.5009454598 5081028.894277034 0);1885
node;4;5481;[1 2];POINT Z (410127.67202928953 5081026.510175327 0);1893
node;4;5491;[1 2];POINT Z (410116.02786943695 5081031.825567285 0);1897
node;4;5536;[1 2];POINT Z (410121.67592606484 5081034.651992007 0);1908
node;4;5556;[1 2];POINT Z (410127.1112658915 5081031.1351782605 0);1915
node;4;5568;[1];POINT Z (410130.75542261254 5081029.963201812 0);1918
node;4;5596;[1 2];POINT Z (410114.49475232407 5081030.571501 0);1925
node;4;5626;[1 2];POINT Z (410119.8801556593 5081037.521900414 0);1937
node;4;5633;[1 2];POINT Z (410119.6681589647 5081037.38146464 0);1940
node;4;5696;[1 2];POINT Z (410130.59163131134 5081026.880570237 0);1962
node;4;5704;[1 2];POINT Z (410132.6126275504 5081025.179574156 0);1965
node;4;5713;[1 2];POINT Z (410114.42807935074 5081033.234927006 0);1971
node;4;5748;[1 2];POINT Z (410116.20395047445 5081032.123483535 0);1986
node;4;5752;[1 2];POINT Z (410118.0326683853 5081031.388605514 0);1988
node;4;5780;[1 2];POINT Z (410117.3281074598 5081031.894839854 0);1999
node;4;5784;[1 2];POINT Z (410118.2090687438 5081031.556912358 0);2000
node;4;5793;[1 2];POINT Z (410117.4329715502 5081030.197288121 0);2003
node;4;5826;[1 2];POINT Z (410127.5685868202 5081033.339971105 0);2011
node;4;5900;[1 2];POINT Z (410120.4623337679 5081031.877192978 0);2027
node;4;5945;[1 2];POINT Z (410125.9335036938 5081030.618271159 0);2043
node;4;5955;[1 2];POINT Z (410122.9336959008 5081032.011098138 0);2046
node;4;5987;[1 2];POINT Z (410121.1852834098 5081042.5238796305 0);2061
node;4;6022;[1 2];POINT Z (410129.7731810314 5081029.847816608 0);2070
node;4;6056;[1 2];POINT Z (410130.89686198824 5081027.259575215 0);2079
node;4;6076;[1 2];POINT Z (410129.0041786562 5081028.399182415 0);2082
node;4;6131;[1 2];POINT Z (410127.04945775284 5081028.8740933295 0);2098
node;4;6221;[1 2];POINT Z (410123.60448410426 5081031.320964747 0);2127
node;4;6222;[1 2];POINT Z (410123.8036841578 5081031.184681034 0);2128
node;4;6224;[1 2];POINT Z (410123.97038160596 5081031.039852249 0);2129
node;4;6232;[1 2];POINT Z (410120.87375081924 5081032.205169026 0);2132
node;4;6298;[1 2];POINT Z (410120.64973310934 5081026.999750762 0);2155
node;4;6328;[1 2];POINT Z (410129.29047615896 5081021.632481076 0);2165
node;4;6338;[1 2];POINT Z (410142.73576260766 5081034.37859912 0);2170
node;4;6363;[1 2];POINT Z (410143.48323424195 5081034.604006786 0);2178
node;4;6463;[1 2];POINT Z (410123.6368205328 5081019.529988364 0);2209
node;4;6524;[1 2];POINT Z (410120.16926345625 5081021.9150880715 0);2221
node;4;6685;[1 2];POINT Z (410132.25707396085 5081021.818352699 0);2268
node;4;6888;[1 2];POINT Z (410119.7935566183 5081021.724449554 0);2324
node;4;6895;[1 2];POINT Z (410120.9169236016 5081022.26379041 0);2327
node;4;6981;[1 2];POINT Z (410119.18972930725 5081027.189507882 0);2353
node;4;7175;[1 2];POINT Z (410134.84939258 5081030.921258386 0);2404
node;4;7298;[1 2];POINT Z (410142.9238646667 5081028.858075811 0);2449
node;4;7313;[1];POINT Z (410143.12978608656 5081029.454449886 0);2457
node;4;7510;[1];POINT Z (410135.417260725 5081030.984727726 0);2520
node;4;7571;[1 2];POINT Z (410136.6406767022 5081033.366418706 0);2543
node;4;7607;[1 2];POINT Z (410133.06284690485 5081032.883350366 0);2561
node;4;7611;[1];POINT Z (410133.70525601367 5081032.073878838 0);2562
node;4;8907;[2];POINT Z (410103.90079554915 5081054.92004845 0);2892
node;4;9283;[2];POINT Z (410132.95036023355 5081036.714503731 0);2983
node;4;9980;[2];POINT Z (410132.5590773674 5081044.718093076 0);3173
node;4;10026;[2];POINT Z (410137.498687967 5081045.122464776 0);3183
node;4;10978;[2];POINT Z (410131.8736486619 5081022.044520823 0);3402
node;5;0;['1', 'b'];POINT Z (410096.354564093 5081031.017326133 0);1
node;5;7;['1', 'b'];POINT Z (410097.98653702193 5081030.758013437 0);2
node;5;8;['1', 'b'];POINT Z (410097.7245943704 5081027.574167635 0);3
node;5;20;['1', 'b'];POINT Z (410096.25787801214 5081029.977399788 0);6
node;5;48;['1', 'b'];POINT Z (410099.29158978607 5081028.679563949 0);15
node;5;216;['1', 'b'];POINT Z (410103.8725355761 5081027.69666091 0);64
node;5;260;['1', 'b'];POINT Z (410099.1576283695 5081025.053980026 0);80
node;5;266;['1', 'b'];POINT Z (410099.2609055536 5081024.717417911 0);83
node;5;279;['1', 'b'];POINT Z (410099.21365894045 5081024.698337546 0);86
node;5;327;['1', 'b'];POINT Z (410104.45210283063 5081029.188712463 0);103
node;5;340;['1', 'b'];POINT Z (410105.475154466 5081028.833924957 0);108
node;5;357;['1', 'b'];POINT Z (410108.18728077 5081026.721397666 0);114
node;5;374;['1', 'b'];POINT Z (410109.5808741863 5081025.160463893 0);120
node;5;413;['1', 'b'];POINT Z (410106.9009871195 5081022.982361222 0);136
node;5;512;['1', 'b'];POINT Z (410109.7684477577 5081022.626358684 0);165
node;5;551;['1', 'b'];POINT Z (410109.8864953667 5081033.192800571 0);187
node;5;566;['1', 'b'];POINT Z (410109.6377273247 5081032.884951198 0);189
node;5;571;['1', 'b'];POINT Z (410110.8530747043 5081031.941320102 0);191
node;5;625;['1', 'b'];POINT Z (410109.83365604887 5081031.226663162 0);204
node;5;626;['1', 'b'];POINT Z (410101.78267608717 5081031.256443377 0);205
node;5;634;['1', 'b'];POINT Z (410102.1921550408 5081030.96629505 0);210
node;5;638;['1', 'b'];POINT Z (410102.61255393084 5081032.532463171 0);212
node;5;639;['1', 'b'];POINT Z (410104.639824301 5081031.686805289 0);213
node;5;644;['1', 'b'];POINT Z (410105.2269617302 5081031.390112292 0);214
node;5;666;['1', 'b'];POINT Z (410102.7250970633 5081033.868236438 0);224
node;5;683;['1', 'b'];POINT Z (410103.2905382687 5081034.483794433 0);232
node;5;689;['1', 'b'];POINT Z (410103.7038449884 5081034.832863155 0);234
node;5;697;['1', 'b'];POINT Z (410107.3358047023 5081034.032283651 0);237
node;5;699;['1', 'b'];POINT Z (410107.5465895757 5081033.9894778915 0);239
node;5;701;['1', 'b'];POINT Z (410107.730681355 5081033.874112963 0);240
node;5;703;['1', 'b'];POINT Z (410107.7421013692 5081033.827005406 0);242
node;5;704;['1', 'b'];POINT Z (410103.7886988027 5081034.864097475 0);243
node;5;731;['1', 'b'];POINT Z (410104.2629872517 5081036.125549326 0);253
node;5;748;['1', 'b'];POINT Z (410112.604240151 5081024.535892889 0);261
node;5;820;['1', 'b'];POINT Z (410104.7017442054 5081036.686852574 0);270
node;5;841;['1', 'b'];POINT Z (410108.1545503754 5081034.6455047615 0);279
node;5;842;['1', 'b'];POINT Z (410105.5480560083 5081036.996467566 0);280
node;5;866;['1', 'b'];POINT Z (410110.11355575174 5081034.952254482 0);289
node;5;895;['1', 'b'];POINT Z (410108.67313474603 5081034.87198855 0);306
node;5;907;['1', 'b'];POINT Z (410109.1248587761 5081035.008134594 0);309
node;5;916;['1', 'b'];POINT Z (410109.51220954955 5081034.893834364 0);311
node;5;929;['1', 'b'];POINT Z (410110.4524876806 5081035.145136118 0);315
node;5;946;['1', 'b'];POINT Z (410107.8547822926 5081036.611304426 0);321
node;5;955;['1', 'b'];POINT Z (410108.80979248835 5081036.935716285 0);323
node;5;970;['1', 'b'];POINT Z (410110.61044424586 5081035.996831574 0);328
node;5;979;['1', 'b'];POINT Z (410111.2215888794 5081036.919356126 0);331
node;5;996;['1', 'b'];POINT Z (410112.11167104635 5081037.9179838225 0);337
node;5;1017;['1', 'b'];POINT Z (410098.7499872493 5081041.098394312 0);343
node;5;1032;['1', 'b'];POINT Z (410103.1380525483 5081040.232080993 0);347
node;5;1033;['1', 'b'];POINT Z (410103.84158361 5081040.460161587 0);348
node;5;1056;['1', 'b'];POINT Z (410102.0843214677 5081041.26280254 0);354
node;5;1060;['1', 'b'];POINT Z (410106.21692765696 5081037.789271839 0);356
node;5;1067;['1', 'b'];POINT Z (410106.3469354063 5081037.968488123 0);358
node;5;1068;['1', 'b'];POINT Z (410103.8332868756 5081041.749337534 0);359
node;5;1105;['1', 'b'];POINT Z (410107.6375914134 5081040.979237042 0);371
node;5;1146;['1', 'b'];POINT Z (410107.661593209 5081042.357160938 0);386
node;5;1161;['1', 'b'];POINT Z (410098.61997949844 5081041.995083273 0);395
node;5;1179;['1', 'b'];POINT Z (410102.23833364266 5081042.3723665355 0);400
node;5;1192;['1', 'b'];POINT Z (410100.2219436779 5081047.25659144 0);404
node;5;1208;['1', 'b'];POINT Z (410100.8629169315 5081047.791363355 0);412
node;5;1209;['1', 'b'];POINT Z (410096.9468891178 5081046.578160196 0);413
node;5;1262;['1', 'b'];POINT Z (410110.8390447031 5081035.334842745 0);428
node;5;1263;['1', 'b'];POINT Z (410112.0429758625 5081038.945368789 0);429
node;5;1266;['1', 'b'];POINT Z (410112.70048920804 5081038.526381184 0);430
node;5;1267;['1', 'b'];POINT Z (410098.5586275798 5081042.523961041 0);431
node;5;1277;['1', 'b'];POINT Z (410098.66979555227 5081044.10193783 0);436
node;5;1306;['1', 'b'];POINT Z (410104.6957154814 5081046.782284513 0);446
node;5;1321;['1', 'b'];POINT Z (410107.2232726813 5081045.1234706845 0);448
node;5;1418;['1', 'b'];POINT Z (410116.96514515695 5081039.442201369 0);475
node;5;1429;['1', 'b'];POINT Z (410114.82712611364 5081039.7389249345 0);478
node;5;1430;['1', 'b'];POINT Z (410114.6386101106 5081039.412825322 0);479
node;5;1434;['1', 'b'];POINT Z (410115.1497861352 5081039.63930911 0);480
node;5;1440;['1', 'b'];POINT Z (410116.0374649968 5081039.319030341 0);482
node;5;1466;['1', 'b'];POINT Z (410115.1884022913 5081041.365126832 0);490
node;5;1467;['1', 'b'];POINT Z (410113.717281268 5081041.9999433905 0);491
node;5;1479;['1', 'b'];POINT Z (410131.31632093526 5081044.168156752 0);496
node;5;1514;['1', 'b'];POINT Z (410118.2433006731 5081039.9969383 0);507
node;5;1543;['1', 'b'];POINT Z (410125.2007509923 5081043.906729369 0);522
node;5;1564;['1', 'b'];POINT Z (410125.6670589699 5081044.608603546 0);532
node;5;1582;['1', 'b'];POINT Z (410126.6797828851 5081044.725853527 0);537
node;5;1586;['1', 'b'];POINT Z (410125.53948127246 5081044.49196108 0);539
node;5;1609;['1', 'b'];POINT Z (410134.28711739095 5081020.197257051 0);543
node;5;1669;['1', 'b'];POINT Z (410109.4565314263 5081042.70139432 0);567
node;5;1677;['1', 'b'];POINT Z (410102.7099067295 5081049.207432119 0);571
node;5;1686;['1', 'b'];POINT Z (410102.6072370599 5081049.1940668365 0);574
node;5;1694;['1', 'b'];POINT Z (410102.2126679459 5081048.687275438 0);578
node;5;1713;['1', 'b'];POINT Z (410109.892370672 5081049.410527043 0);583
node;5;1806;['1', 'b'];POINT Z (410111.889882625 5081039.928324578 0);623
node;5;1834;['1', 'b'];POINT Z (410106.9580933247 5081044.672392398 0);634
node;5;1841;['1', 'b'];POINT Z (410107.9850105734 5081044.563949323 0);638
node;5;1921;['1', 'b'];POINT Z (410112.6845094287 5081043.228334365 0);669
node;5;1934;['1', 'b'];POINT Z (410108.8401681232 5081047.726966988 0);674
node;5;1953;['1', 'b'];POINT Z (410108.7602760941 5081045.561444085 0);681
node;5;1969;['1', 'b'];POINT Z (410103.8318322189 5081041.651231003 0);687
node;5;1996;['1', 'b'];POINT Z (410137.0870484671 5081022.627919632 0);695
node;5;2005;['1', 'b'];POINT Z (410140.5218631272 5081017.191967772 0);699
node;5;2102;['1', 'b'];POINT Z (410116.45526636945 5081048.539337253 0);735
node;5;2106;['1', 'b'];POINT Z (410116.5114079059 5081048.616723648 0);737
node;5;2123;['1', 'b'];POINT Z (410103.94118453097 5081040.637899577 0);741
node;5;2158;['1', 'b'];POINT Z (410117.47621885804 5081051.5650246795 0);753
node;5;2208;['1', 'b'];POINT Z (410112.0502660065 5081057.349362974 0);770
node;5;2235;['1', 'b'];POINT Z (410109.36931181327 5081047.17595284 0);777
node;5;2244;['1', 'b'];POINT Z (410111.25046630384 5081047.9406666625 0);781
node;5;2249;['1', 'b'];POINT Z (410111.3748207176 5081048.115292009 0);783
node;5;2252;['1', 'b'];POINT Z (410111.4330291692 5081048.162917107 0);785
node;5;2264;['1', 'b'];POINT Z (410119.2172435131 5081050.654801782 0);790
node;5;2276;['1', 'b'];POINT Z (410116.1848757521 5081051.1501977425 0);795
node;5;2287;['1', 'b'];POINT Z (410116.99487134855 5081051.536020387 0);799
node;5;2301;['1', 'b'];POINT Z (410114.91604729934 5081051.118127248 0);801
node;5;2357;['1', 'b'];POINT Z (410103.25810924685 5081054.747646703 0);822
node;5;2373;['1', 'b'];POINT Z (410101.9014601405 5081054.46792954 0);826
node;5;2386;['1', 'b'];POINT Z (410103.0542157693 5081054.070008622 0);832
node;5;2387;['1', 'b'];POINT Z (410103.04996317765 5081054.588520837 0);833
node;5;2413;['1', 'b'];POINT Z (410110.9895981288 5081057.234828202 0);842
node;5;2435;['1', 'b'];POINT Z (410113.58362843376 5081057.497596109 0);849
node;5;2519;['1', 'b'];POINT Z (410113.351175817 5081045.3816849645 0);879
node;5;2537;['1', 'b'];POINT Z (410118.2335317731 5081045.148074955 0);881
node;5;2634;['1', 'b'];POINT Z (410138.2559401868 5081024.793964535 0);925
node;5;2641;['1', 'b'];POINT Z (410139.15384417213 5081023.831056662 0);927
node;5;2656;['1', 'b'];POINT Z (410109.1823564512 5081052.250430206 0);933
node;5;2665;['1', 'b'];POINT Z (410108.22718766145 5081051.802770684 0);936
node;5;2668;['1', 'b'];POINT Z (410108.5212238785 5081051.812490886 0);938
node;5;2681;['1', 'b'];POINT Z (410104.08273501875 5081052.811242009 0);943
node;5;2694;['1', 'b'];POINT Z (410104.6319266325 5081053.277811877 0);947
node;5;2703;['1', 'b'];POINT Z (410126.766657223 5081046.404411521 0);950
node;5;2704;['1', 'b'];POINT Z (410124.1438782981 5081049.418894136 0);951
node;5;2748;['1', 'b'];POINT Z (410116.40234959684 5081050.076569501 0);961
node;5;2775;['1', 'b'];POINT Z (410122.60345726076 5081050.894395771 0);968
node;5;2798;['1', 'b'];POINT Z (410122.78044740343 5081050.679201113 0);975
node;5;2799;['1', 'b'];POINT Z (410124.22700954444 5081051.232021187 0);976
node;5;2833;['1', 'b'];POINT Z (410130.2944534875 5081048.783932181 0);983
node;5;2876;['1', 'b'];POINT Z (410116.6907460085 5081049.796110608 0);1000
node;5;2882;['1', 'b'];POINT Z (410116.6960376855 5081049.563276805 0);1004
node;5;2885;['1', 'b'];POINT Z (410116.82303793915 5081049.261651201 0);1006
node;5;2912;['1', 'b'];POINT Z (410126.9680822865 5081049.663714729 0);1013
node;5;2937;['1', 'b'];POINT Z (410125.39501681476 5081051.175687055 0);1020
node;5;2949;['1', 'b'];POINT Z (410114.4195661191 5081045.163870297 0);1023
node;5;3024;['1', 'b'];POINT Z (410123.10772351455 5081038.601037927 0);1054
node;5;3034;['1', 'b'];POINT Z (410122.93151066167 5081038.156537034 0);1056
node;5;3059;['1', 'b'];POINT Z (410129.68475294573 5081036.437488891 0);1066
node;5;3060;['1', 'b'];POINT Z (410127.73199513834 5081038.560813172 0);1067
node;5;3069;['1', 'b'];POINT Z (410129.85025205434 5081036.868860848 0);1071
node;5;3082;['1', 'b'];POINT Z (410130.7835321687 5081036.681775935 0);1076
node;5;3086;['1', 'b'];POINT Z (410131.3934750668 5081035.908412086 0);1078
node;5;3091;['1', 'b'];POINT Z (410132.50340103864 5081036.322128336 0);1081
node;5;3096;['1', 'b'];POINT Z (410134.27187093534 5081037.407146281 0);1085
node;5;3100;['1', 'b'];POINT Z (410128.074024871 5081039.592977501 0);1087
node;5;3112;['1', 'b'];POINT Z (410131.3977276571 5081041.879048342 0);1091
node;5;3129;['1', 'b'];POINT Z (410132.65041914675 5081041.157323082 0);1098
node;5;3130;['1', 'b'];POINT Z (410130.62197079294 5081041.207769944 0);1099
node;5;3147;['1', 'b'];POINT Z (410129.3327914905 5081035.953975546 0);1106
node;5;3157;['1', 'b'];POINT Z (410125.7718575934 5081040.94052557 0);1109
node;5;3161;['1', 'b'];POINT Z (410125.9064190313 5081040.984181924 0);1112
node;5;3166;['1', 'b'];POINT Z (410126.198632712 5081041.092319207 0);1114
node;5;3178;['1', 'b'];POINT Z (410117.5531173842 5081044.66692478 0);1120
node;5;3189;['1', 'b'];POINT Z (410110.8874864187 5081046.263468545 0);1125
node;5;3191;['1', 'b'];POINT Z (410112.4208488529 5081045.205181168 0);1126
node;5;3201;['1', 'b'];POINT Z (410108.9962989241 5081053.508666756 0);1131
node;5;3214;['1', 'b'];POINT Z (410111.60001297353 5081053.1850757245 0);1137
node;5;3215;['1', 'b'];POINT Z (410107.8711851323 5081052.709179847 0);1138
node;5;3232;['1', 'b'];POINT Z (410111.38296711165 5081055.009143325 0);1142
node;5;3241;['1', 'b'];POINT Z (410103.6428957172 5081052.393273169 0);1144
node;5;3252;['1', 'b'];POINT Z (410108.85900102183 5081053.8561641015 0);1149
node;5;3284;['1', 'b'];POINT Z (410126.99508205336 5081044.744686428 0);1156
node;5;3306;['1', 'b'];POINT Z (410127.92882929975 5081045.25135214 0);1165
node;5;3314;['1', 'b'];POINT Z (410131.0417251289 5081043.995623101 0);1168
node;5;3315;['1', 'b'];POINT Z (410133.4735167025 5081058.073747209 0);1169
node;5;3399;['1', 'b'];POINT Z (410112.8967677694 5081048.180361021 0);1211
node;5;3411;['1', 'b'];POINT Z (410128.5408984935 5081043.70553572 0);1218
node;5;3421;['1', 'b'];POINT Z (410128.7167734624 5081043.53755842 0);1221
node;5;3448;['1', 'b'];POINT Z (410109.04976005526 5081053.348890877 0);1231
node;5;3462;['1', 'b'];POINT Z (410108.87175879255 5081056.73212992 0);1236
