id,length,azimuth,geometry,type,censored,f_set
,1.393,101,"LINESTRING (410125.53948127246 5081044.49196108, 410125.624987231 5081044.483108534, 410125.6954587202 5081044.456985482, 410125.86556231487 5081044.402309326, 410125.96519442037 5081044.376186274, 410126.1377280664 5081044.326370222, 410126.20576950425 5081044.294172041, 410126.26773581374 5081044.29599458, 410126.31147673813 5081044.29599458, 410126.3540026368 5081044.296602092, 410126.4098938179 5081044.2862743735, 410126.488262974 5081044.282629297, 410126.6480388504 5081044.279591734, 410126.77318649506 5081044.252253655, 410126.8928665242 5081044.223093039)",fracture,0,2
,1.385,107,"LINESTRING (410122.4566614113 5081043.213762006, 410122.4566614115 5081043.213762006, 410122.4566614115 5081043.213762006, 410122.5071606107 5081043.189686696, 410123.0268066961 5081043.060617214, 410123.14101910964 5081043.009586136, 410123.2066304962 5081042.970705315, 410123.3159828071 5081042.956125006, 410123.54440763424 5081042.895373723, 410123.7728324614 5081042.805461822)",fracture,0,2
,2.326,95,"LINESTRING (410123.5371174802 5081042.778731258, 410123.7728324614 5081042.805461822, 410123.7728324622 5081042.805461822, 410123.7728324622 5081042.805461822, 410124.1592106265 5081042.812751977, 410124.5164281753 5081042.798171668, 410124.60946143453 5081042.78130939, 410124.90523639176 5081042.727700179, 410124.98299803503 5081042.69367946, 410125.12880111625 5081042.664518844, 410125.4738684083 5081042.640218331, 410125.72902380046 5081042.630498124, 410125.8373332834 5081042.59323391, 410125.8373332836 5081042.59323391)",fracture,0,2
,0.56,148,"LINESTRING (410125.6091857145 5081041.457705025, 410125.68650255294 5081041.326575392, 410125.68650255294 5081041.326575392, 410125.804344672 5081041.126714739, 410125.9064190313 5081040.984181924)",fracture,0,2
,0.577,115,"LINESTRING (410125.6865025527 5081041.326575392, 410125.8476739171 5081041.237445032, 410126.005182589 5081041.146574644, 410126.035433979 5081041.129121919, 410126.09320630576 5081041.089403445, 410126.198632712 5081041.092319207)",fracture,0,2
,0.352,113,"LINESTRING (410126.8719291268 5081042.292993584, 410127.00796563306 5081042.236563626, 410127.00796563306 5081042.236563626, 410127.19689846475 5081042.158191488)",fracture,0,2
,2.325,100,"LINESTRING (410126.99508205336 5081044.744686428, 410127.5967912892 5081044.558752018, 410128.160071475 5081044.455243265, 410128.2885334125 5081044.438559896, 410128.2885334126 5081044.438559896, 410128.2885334126 5081044.438559896, 410128.5307772383 5081044.40709966, 410128.9821235411 5081044.360159645, 410129.24089542136 5081044.346920155, 410129.27596665174 5081044.349365261, 410129.2759666518 5081044.349365261)",fracture,0,2
,2.577,91,"LINESTRING (410131.95138041826 5081045.231859803, 410132.1680266436 5081045.140386953, 410132.53993599705 5081045.134369002, 410132.6043111392 5081045.132086195, 410132.70964220684 5081045.128351051, 410132.78127465834 5081045.128351051, 410132.98345896305 5081045.128351051, 410132.98345896305 5081045.128351051, 410133.2572757208 5081045.128351051, 410133.8999928559 5081045.11390797, 410134.2827345206 5081045.186123379, 410134.5017879262 5081045.181309018)",fracture,0,2
,0.894,156,"LINESTRING (410127.92882929975 5081045.25135214, 410128.08123632125 5081044.994150746, 410128.2304814987 5081044.649923966, 410128.2885334125 5081044.438559896, 410128.2885334125 5081044.438559896, 410128.2885334126 5081044.438559896)",fracture,0,2
,1.143,162,"LINESTRING (410130.6915062372 5081045.054519771, 410130.85551159544 5081044.775097341, 410130.9078677661 5081044.589744464, 410130.90786776633 5081044.589744464, 410130.99272087147 5081044.439295692, 410131.05290037853 5081044.24792486, 410131.0478870476 5081044.1767798085, 410131.0478870476 5081044.1767798085, 410131.0417251289 5081043.995623101)",fracture,0,2
,0.198,111,"LINESTRING (410129.292953555 5081043.862881072, 410129.47763745754 5081043.793017095, 410129.47763745754 5081043.793017095, 410129.4776374578 5081043.793017095)",fracture,0,2
,0.516,100,"LINESTRING (410129.44483176456 5081043.755958812, 410129.6392358728 5081043.70614276, 410129.71335243905 5081043.691562451, 410129.7704586458 5081043.666046912, 410129.7704586463 5081043.666046912, 410129.7704586463 5081043.666046912, 410129.9478523946 5081043.666046912)",fracture,0,2
,0.919,108,"LINESTRING (410128.5408984935 5081043.70553572, 410128.6672153316 5081043.641138884, 410128.8330663364 5081043.560947189, 410128.98008444323 5081043.505056009, 410129.1331776785 5081043.479540469, 410129.1438314637 5081043.479658844, 410129.1438314637 5081043.479658844, 410129.1878538339 5081043.480147981, 410129.2522501948 5081043.457062494, 410129.3482372232 5081043.420611723, 410129.40291337867 5081043.418181672)",fracture,0,2
,0.367,113,"LINESTRING (410128.7167734625 5081043.53755842, 410128.8239536436 5081043.4783254415, 410128.962770327 5081043.431850709, 410129.05268222705 5081043.392969888)",fracture,0,2
,0.8,107,"LINESTRING (410128.46643233823 5081043.840706849, 410128.5994776498 5081043.800611001, 410128.74528073095 5081043.76173018, 410128.83762268233 5081043.721634332, 410129.09399310005 5081043.634152484, 410129.2303179285 5081043.608756418, 410129.2303179285 5081043.608756418, 410129.2303179287 5081043.608756418)",fracture,0,2
,0.437,118,"LINESTRING (410129.1001553294 5081043.324511402, 410129.2152161464 5081043.232664609, 410129.35651890415 5081043.1771528125, 410129.4534122238 5081043.134761984, 410129.48066346993 5081043.118613098)",fracture,0,2
,1.538,125,"LINESTRING (410130.77170333767 5081045.066121583, 410130.77170333784 5081045.066121583, 410130.86442119034 5081044.941418674, 410130.96938895324 5081044.8344323, 410131.16519420326 5081044.723408705, 410131.2776371623 5081044.6429216545, 410131.2776371624 5081044.6429216545, 410131.3912786157 5081044.537696509, 410131.42940549535 5081044.50955524, 410131.42940549535 5081044.50955524, 410131.4294054954 5081044.50955524, 410131.56084192503 5081044.412542637, 410131.8840241714 5081044.23110699, 410131.9060243761 5081044.218755998, 410132.0130107498 5081044.208662944)",fracture,0,2
,4.656,107,"LINESTRING (410135.51972036023 5081045.655803059, 410136.4725996154 5081045.430145188, 410136.84859298146 5081045.341103621, 410137.21598015167 5081045.268433631, 410137.4440831749 5081045.244210302, 410137.64236872934 5081045.199794337, 410137.696409528 5081045.187689198, 410137.84075383825 5081045.152027663, 410138.2111552885 5081045.060516716, 410138.8833526933 5081044.886916185, 410138.95325521333 5081044.872792046, 410139.1215625238 5081044.838784747, 410139.12156252464 5081044.838784747, 410139.4727870542 5081044.767818146, 410139.7069459099 5081044.6244967785, 410139.7261756706 5081044.599369891, 410139.7261756706 5081044.599369891, 410139.8583417218 5081044.426672917, 410139.8926581059 5081044.358040149)",fracture,0,2
,1.013,104,"LINESTRING (410138.22932278574 5081046.243422662, 410138.457425809 5081046.174789893, 410138.56037496106 5081046.106157126, 410138.653231059 5081046.061747688, 410138.86922241736 5081046.029449915, 410139.0831951648 5081046.015319639, 410139.1963700643 5081045.994947856)",fracture,0,2
,3.413,94,"LINESTRING (410136.4725996167 5081045.430145188, 410137.0756866992 5081045.388540978, 410137.285622225 5081045.37037348, 410138.0113128166 5081045.390559589, 410138.15133622277 5081045.378726625, 410138.40850649006 5081045.356993926, 410138.44127692236 5081045.354224593, 410138.6956218858 5081045.349178067, 410138.9499668503 5081045.3441315405, 410138.985570301 5081045.341647578, 410138.98557030165 5081045.341647578, 410138.98557030165 5081045.341647578, 410139.3839681777 5081045.313852378, 410139.53334537876 5081045.305777934, 410139.6605178607 5081045.2532940535, 410139.8558252603 5081045.179969374)",fracture,0,2
,0.242,130,"LINESTRING (410132.7550709713 5081044.881645021, 410132.7550709714 5081044.881645021, 410132.79894092935 5081044.789102826, 410132.8446653947 5081044.744417554, 410132.8446653947 5081044.744417554, 410132.8446653949 5081044.744417554, 410132.92052644 5081044.743378361)",fracture,0,2
,0.32,169,"LINESTRING (410131.42940549547 5081044.50955524, 410131.4053839222 5081044.442012565, 410131.4188934234 5081044.357837981, 410131.4862775923 5081044.209222834)",fracture,0,2
,0.314,95,"LINESTRING (410132.3067908047 5081044.977988499, 410132.4341843973 5081044.972000686, 410132.493418364 5081044.981353418, 410132.6161677801 5081044.951553294, 410132.6161677801 5081044.951553294, 410132.61616778036 5081044.951553294)",fracture,0,2
,1.885,130,"LINESTRING (410138.4085064898 5081045.356993926, 410138.73844508565 5081045.134634294, 410138.96914579824 5081044.945501276, 410139.06468734663 5081044.878606633, 410139.1215625238 5081044.838784747, 410139.1215625254 5081044.838784746, 410139.3127340574 5081044.618410621, 410139.3127340574 5081044.618410621, 410139.33909829234 5081044.588019092, 410139.52407453937 5081044.4383753855, 410139.63215054886 5081044.363553533, 410139.84206741344 5081044.147401514)",fracture,0,2
,0.947,130,"LINESTRING (410138.5139795274 5081045.525370633, 410138.6956218858 5081045.349178067, 410138.6956218858 5081045.349178067, 410138.6956218863 5081045.3491780665, 410138.83197240153 5081045.284277997, 410138.9587538742 5081045.188672296, 410139.2164735892 5081044.926795811, 410139.22946349235 5081044.91640385)",fracture,0,2
,0.389,131,"LINESTRING (410139.14684769843 5081045.210495336, 410139.3733916414 5081045.023440704, 410139.43782157014 5081044.953814813)",fracture,0,2
,0.468,130,"LINESTRING (410138.63244746084 5081045.641760182, 410138.8143061307 5081045.527449018, 410138.93381325656 5081045.400667545, 410138.985570301 5081045.341647578, 410138.985570301 5081045.341647578, 410138.98557030136 5081045.341647578)",fracture,0,2
,0.703,124,"LINESTRING (410138.4568239454 5081045.853755431, 410138.6792111188 5081045.732169921, 410138.94212679577 5081045.553428828, 410139.0346149193 5081045.459901513)",fracture,0,2
,0.185,145,"LINESTRING (410133.0191040895 5081044.621906157, 410133.0800424726 5081044.554764924, 410133.1236885536 5081044.471109938)",fracture,0,2
,0.571,106,"LINESTRING (410132.486663613 5081044.218586185, 410132.67995339894 5081044.1900083935, 410132.8555769144 5081044.166106968, 410133.0270771133 5081044.067309618)",fracture,0,2
,0.695,91,"LINESTRING (410132.0023765514 5081043.980044721, 410132.2091992421 5081043.971777988, 410132.41080256755 5081043.94683737, 410132.6082491234 5081043.94683737, 410132.69346290006 5081043.963464448)",fracture,0,2
,2.268,127,"LINESTRING (410135.01431298547 5081045.409702788, 410135.33899895055 5081045.138910119, 410135.4649890282 5081045.03383262, 410135.6250246576 5081044.921599841, 410135.91184175975 5081044.728310054, 410136.0677206196 5081044.5890582735, 410136.10175980424 5081044.565937318, 410136.3981838025 5081044.364592715, 410136.60394389747 5081044.246124783, 410136.6881184823 5081044.166106967, 410136.6881184823 5081044.166106967, 410136.77229306614 5081044.086089153, 410136.81282156974 5081044.0403646855)",fracture,0,2
,1.526,133,"LINESTRING (410135.36843162216 5081045.426315837, 410135.4940864154 5081045.305061834, 410135.6665923536 5081045.153339744, 410136.0885044676 5081044.814563022, 410136.2069724011 5081044.666997701, 410136.2345293717 5081044.637731771, 410136.2345293717 5081044.637731771, 410136.4750840401 5081044.382258984)",fracture,0,2
,0.763,125,"LINESTRING (410137.6801346188 5081045.13814622, 410137.8400632562 5081044.9974608775, 410137.9710014985 5081044.900815984, 410138.1757224011 5081044.782348052, 410138.30666064343 5081044.707526199)",fracture,0,2
,0.627,143,"LINESTRING (410134.3336199455 5081045.435929624, 410134.3783344662 5081045.3682280425, 410134.3783344664 5081045.3682280425, 410134.5017879262 5081045.181309018, 410134.5017879262 5081045.181309018, 410134.6424682441 5081045.008891993, 410134.70758831565 5081044.93479341, 410134.7075883157 5081044.93479341)",fracture,0,2
,0.835,120,"LINESTRING (410134.72040767403 5081044.741819548, 410134.8721297643 5081044.603606959, 410135.07269389735 5081044.508001259, 410135.24519983557 5081044.423826674, 410135.43841467967 5081044.329202772)",fracture,0,2
,1.067,92,"LINESTRING (410138.76182691375 5081044.633743539, 410138.9686262012 5081044.628547577, 410139.160876795 5081044.622312423, 410139.3127340574 5081044.618410621, 410139.3127340574 5081044.618410621, 410139.3127340576 5081044.618410621, 410139.52667251945 5081044.599450191, 410139.7261756706 5081044.599369891, 410139.7261756707 5081044.599369891, 410139.82699912286 5081044.605685345)",fracture,0,2
,1.403,110,"LINESTRING (410133.62552721257 5081044.519367544, 410133.6255272126 5081044.519367544, 410133.75084116566 5081044.355239965, 410133.8085163434 5081044.286653267, 410133.8085163434 5081044.286653267, 410133.8661915219 5081044.2180665685, 410134.0386974602 5081044.188969182, 410134.26212382596 5081044.161950179, 410134.4273554174 5081044.120382483, 410134.6466250136 5081044.10167702, 410134.7900335647 5081044.099598636, 410134.86886373436 5081044.073874649, 410134.8688637344 5081044.073874649)",fracture,0,2
,6.216,127,"LINESTRING (410137.8504551798 5081044.2700261995, 410137.98175226175 5081044.1717776945, 410138.30666064273 5081043.92865148, 410138.48955850495 5081043.799791623, 410138.93848962133 5081043.546228677, 410139.2103785304 5081043.371682711, 410139.2751879586 5081043.330076658, 410139.29637461784 5081043.30749614, 410139.59110244794 5081042.993378321, 410139.87835484033 5081042.636123245, 410140.0857580299 5081042.378176421, 410140.4523331581 5081042.0116012925, 410140.4523331581 5081042.0116012925, 410140.5346891464 5081041.929245304, 410140.888014562 5081041.580076658, 410141.1582045858 5081041.338984022, 410141.1692305554 5081041.330197702, 410141.42423783994 5081041.126988772, 410141.47990625206 5081041.088189576, 410141.6633905057 5081040.960306611, 410141.6985846333 5081040.935777371, 410141.97293142666 5081040.8567987485, 410142.33041361196 5081040.757036278, 410142.41300805897 5081040.72606336, 410142.5299385526 5081040.682214425, 410142.7254121918 5081040.591121081)",fracture,0,2
,1.129,134,"LINESTRING (410136.0942200245 5081044.228978075, 410136.21996230475 5081044.167665723, 410136.2812746563 5081044.142725105, 410136.3005809302 5081044.093797479, 410136.3005809302 5081044.093797479, 410136.4018209746 5081043.994120592, 410136.4859955589 5081043.923455509, 410136.57744449005 5081043.76757665, 410136.67824615276 5081043.676127719, 410136.77385185345 5081043.557659785, 410136.88400624786 5081043.457897315)",fracture,0,2
,0.91,131,"LINESTRING (410135.88014639035 5081044.049197788, 410136.09525921696 5081043.916181161, 410136.26377815584 5081043.774812495, 410136.26377815584 5081043.774812495, 410136.2823138488 5081043.7592631085, 410136.46105494146 5081043.572208477, 410136.55873902695 5081043.453740544)",fracture,0,2
,2.84,100,"LINESTRING (410137.9817522629 5081044.1717776945, 410138.5119011406 5081044.191047546, 410138.9992823757 5081044.240928782, 410139.2008857011 5081044.225340895, 410139.3494902142 5081044.217027357, 410139.60928831395 5081044.207674625, 410139.84206741344 5081044.147401514, 410139.8420674138 5081044.147401514, 410139.8420674138 5081044.147401514, 410139.9678096916 5081044.051795765, 410139.98938332533 5081044.02303092, 410140.0519842759 5081043.939562986, 410140.26086194813 5081043.886564174, 410140.54767905036 5081043.77640978, 410140.67745718005 5081043.708741909)",fracture,0,2
,1.209,94,"LINESTRING (410138.9801902555 5081043.322253272, 410138.98019025585 5081043.322253272, 410139.1426909268 5081043.296302892, 410139.29637461784 5081043.30749614, 410139.29637461784 5081043.30749614, 410139.2963746182 5081043.30749614, 410139.47627168684 5081043.3191651255, 410139.7028156299 5081043.304616432, 410140.0447099291 5081043.265127121, 410140.18188332574 5081043.24330408)",fracture,0,2
,1.736,93,"LINESTRING (410138.6272514967 5081042.801647311, 410138.7436410454 5081042.801647311, 410139.01383106917 5081042.780863463, 410139.2091992402 5081042.755922846, 410139.3920971024 5081042.739295767, 410139.4877028031 5081042.722668689, 410139.6352681238 5081042.691492917, 410139.7911469836 5081042.656160375, 410139.8783548407 5081042.636123245, 410140.00729900267 5081042.643690066, 410140.1423940145 5081042.652003606, 410140.2546267936 5081042.672787453, 410140.25462679367 5081042.672787453, 410140.25462679367 5081042.672787453, 410140.33776218555 5081042.71019838)",fracture,0,2
,1.657,94,"LINESTRING (410136.215304533 5081043.471947027, 410136.4948286941 5081043.451142562, 410136.5587390267 5081043.453740544, 410136.5587390267 5081043.453740544, 410136.55873902695 5081043.453740544, 410136.6292547035 5081043.45673696, 410136.74215648504 5081043.461534485, 410136.8871271638 5081043.455070824, 410136.90530969173 5081043.454260139, 410137.1131481715 5081043.41996679, 410137.61299971543 5081043.3939869795, 410137.81875981047 5081043.368007169, 410137.86240589124 5081043.352419283)",fracture,0,2
,0.682,129,"LINESTRING (410136.19586412236 5081043.468301949, 410136.3202443709 5081043.393467384, 410136.38361110206 5081043.337923706, 410136.4044189539 5081043.319684724, 410136.4044189539 5081043.319684724, 410136.45637857524 5081043.260970353, 410136.54003356333 5081043.203295175, 410136.6257669363 5081043.132110496, 410136.721308947 5081043.038990796)",fracture,0,2
,0.271,111,"LINESTRING (410136.4044189552 5081043.319684723, 410136.6039438959 5081043.241745293, 410136.656423112 5081043.220441849)",fracture,0,2
,0.582,140,"LINESTRING (410137.27891410346 5081043.0252219755, 410137.27891410363 5081043.0252219755, 410137.3911321382 5081042.793853371, 410137.4576404518 5081042.724227481, 410137.53331755503 5081042.662844941, 410137.53331755503 5081042.662844941, 410137.55116776767 5081042.648366435, 410137.6436558912 5081042.592250045)",fracture,0,2
,0.407,179,"LINESTRING (410137.5333175549 5081042.662844941, 410137.53331755503 5081042.662844941, 410137.53331755503 5081042.662844941, 410137.56104009546 5081042.717472729, 410137.5781867701 5081042.806323679, 410137.57662798144 5081042.922193632, 410137.5459718057 5081043.000133063, 410137.5275261408 5081043.052612276)",fracture,0,2
,1.214,132,"LINESTRING (410137.11418736295 5081046.343734599, 410137.2950068404 5081046.208639586, 410137.35943676915 5081046.152523197, 410137.3677503083 5081046.104720347, 410137.5111588594 5081045.9384495625, 410137.6067645601 5081045.842843862, 410137.6608025645 5081045.7576300865, 410137.6608025649 5081045.757630086, 410137.8249949639 5081045.647475691, 410137.862835306 5081045.627219979, 410137.862835306 5081045.627219979, 410138.00165767164 5081045.552909185)",fracture,0,2
,0.528,138,"LINESTRING (410138.0463429446 5081043.765498258, 410138.1793595717 5081043.633520823, 410138.2957491204 5081043.499465004, 410138.3975899755 5081043.372683531)",fracture,0,2
,0.648,135,"LINESTRING (410138.8735400941 5081043.961905624, 410139.1063191915 5081043.7925172625, 410139.17490588984 5081043.671970945, 410139.3224712106 5081043.506739352)",fracture,0,2
,0.404,157,"LINESTRING (410140.4583085027 5081042.698247666, 410140.5362479326 5081042.551721537, 410140.5341695478 5081042.499761917, 410140.6110697853 5081042.330373556)",fracture,0,2
,0.541,154,"LINESTRING (410140.02080850274 5081043.150296358, 410140.11329662625 5081043.026632464, 410140.2151374814 5081042.807362867, 410140.2587835621 5081042.711757166, 410140.2546267936 5081042.672787453)",fracture,0,2
,11.795,129,"LINESTRING (410136.9086870683 5081044.19936112, 410136.9086870684 5081044.19936112, 410137.50544330024 5081043.761861081, 410138.265501576 5081043.170007429, 410138.2655015763 5081043.170007429, 410138.543596507 5081042.849969751, 410138.71090648323 5081042.745011319, 410139.2034836805 5081042.410391367, 410139.8321950817 5081041.969773789, 410140.4251372825 5081041.5074606165, 410140.4251372828 5081041.5074606165, 410140.65219865297 5081041.330422345, 410140.65219865297 5081041.330422345, 410140.6521986542 5081041.330422344, 410140.9171119463 5081041.123871176, 410141.20808581804 5081040.793407993, 410141.8544634903 5081040.213538635, 410142.1983475417 5081039.945919191, 410142.36990292027 5081039.812410369, 410142.8998910438 5081039.292814169, 410143.1908649155 5081039.055878302, 410143.78943973733 5081038.627731034, 410144.0554729911 5081038.444833172, 410144.05547299125 5081038.444833172, 410144.0554729915 5081038.444833172, 410144.39217132854 5081038.170486377, 410144.81408344256 5081037.684144334, 410144.9990596896 5081037.499168087, 410145.26301455894 5081037.253918681, 410145.591399357 5081037.025296352, 410145.81586491526 5081036.817457872, 410145.97797892947 5081036.732244096)",fracture,0,2
,0.461,151,"LINESTRING (410141.6320763166 5081041.791032693, 410141.7006630149 5081041.617487563, 410141.80666063965 5081041.456412741, 410141.8553965323 5081041.391101405)",fracture,0,2
,0.318,146,"LINESTRING (410141.8209695828 5081041.372784781, 410141.8848598677 5081041.2636425495, 410141.98618112656 5081041.13218471, 410141.99969062774 5081041.11036167)",fracture,0,2
,1.295,137,"LINESTRING (410141.5377696064 5081041.661133642, 410141.6136306515 5081041.514607514, 410141.67286461825 5081041.4636870865, 410141.716510699 5081041.436668084, 410141.75911758735 5081041.367042193, 410141.78074808285 5081041.337409245, 410141.8723895589 5081041.230907989, 410141.94747121027 5081041.158164529, 410141.99969062716 5081041.110361671, 410141.99969062716 5081041.110361671, 410141.99969062774 5081041.11036167, 410142.03216539085 5081041.068793981, 410142.1763533356 5081040.940193917, 410142.2865077299 5081040.85498014, 410142.3644471598 5081040.774962326, 410142.41300805856 5081040.72606336)",fracture,0,2
,0.282,99,"LINESTRING (410140.17382958246 5081042.05524736, 410140.3172381335 5081042.026149972, 410140.45233315864 5081042.0116012925)",fracture,0,2
,1.341,118,"LINESTRING (410137.54675119737 5081042.466767546, 410137.65898397646 5081042.402337616, 410137.7296490596 5081042.337907688, 410137.8585089171 5081042.277634528, 410137.9250172306 5081042.256850681, 410138.0975231689 5081042.192420752, 410138.1910504848 5081042.138382748, 410138.23677495035 5081042.088501512, 410138.3032832639 5081042.053168971, 410138.35732126865 5081042.026149969, 410138.4383782758 5081042.032385123, 410138.5610029788 5081041.984582272, 410138.6969643633 5081041.846560867, 410138.6969643633 5081041.846560867, 410138.69817637553 5081041.845330491)",fracture,0,2
,0.365,162,"LINESTRING (410138.85613362025 5081042.198655908, 410138.87379989104 5081042.142539518, 410138.87899585307 5081042.098893438, 410138.889387777 5081042.046933818, 410138.9340730502 5081041.978347119, 410138.95070012857 5081041.912877998, 410138.9652488222 5081041.854683224)",fracture,0,2
,0.285,125,"LINESTRING (410144.59675295337 5081038.736976464, 410144.69431651814 5081038.641500324, 410144.79096141126 5081038.585383935, 410144.8273331452 5081038.578109588)",fracture,0,2
,0.325,115,"LINESTRING (410144.4604982283 5081038.646696286, 410144.445757582 5081038.657948688, 410144.5706526226 5081038.581227165, 410144.72029632813 5081038.526149968)",fracture,0,2
,0.271,134,"LINESTRING (410144.03546853707 5081039.19019391, 410144.13730939216 5081039.098744979, 410144.15045377705 5081039.084862146, 410144.15045377705 5081039.084862146, 410144.22979751567 5081039.001060894)",fracture,0,2
,5.083,91,"LINESTRING (410137.03442934476 5081039.267613743, 410137.22356236144 5081039.202144624, 410137.4054210313 5081039.1969486615, 410137.5976716251 5081039.202144624, 410137.6828854018 5081039.203183816, 410137.74315856094 5081039.218771702, 410137.96242815716 5081039.203183815, 410138.0736217439 5081039.200066238, 410138.24666023295 5081039.208985749, 410138.24666023295 5081039.208985749, 410138.2752250693 5081039.210458163, 410138.50488658954 5081039.210458163, 410138.6327072546 5081039.179282391, 410138.7865077297 5081039.155380966, 410138.90809324034 5081039.162655313, 410139.31857423804 5081039.189674315, 410139.38706181006 5081039.185332567, 410139.3870618103 5081039.185332567, 410139.82673932106 5081039.15745935, 410140.17798635195 5081039.159537735, 410140.4211573733 5081039.126283579, 410140.6310742379 5081039.099264576, 410140.9507779427 5081039.093680233, 410140.9507779434 5081039.093680233, 410141.10702435666 5081039.090951038, 410141.20990440424 5081039.111734885, 410141.3751359957 5081039.13563631, 410141.4967215064 5081039.150185004, 410141.6131110551 5081039.147067427, 410141.8469293449 5081039.142910657, 410142.0849044042 5081039.137714695)",fracture,0,2
,5.303,91,"LINESTRING (410135.89795712306 5081040.575140835, 410136.0531069697 5081040.574528093, 410136.11243605224 5081040.557941468, 410136.1124360523 5081040.557941468, 410136.1497518628 5081040.547509091, 410136.3025131455 5081040.506980588, 410136.4584569573 5081040.46736137, 410136.5104165772 5081040.421636905, 410136.60394389316 5081040.392539517, 410136.7764498314 5081040.369677284, 410136.94895576965 5081040.3468150515, 410137.11938332306 5081040.305247355, 410137.28773249174 5081040.276149969, 410137.35216242046 5081040.253287735, 410137.3913729179 5081040.258370577, 410137.46439519955 5081040.267836429, 410137.57454959385 5081040.25120935, 410137.7449771473 5081040.261601275, 410138.1389242768 5081040.2474191785, 410138.18444010965 5081040.245780609, 410138.18444010965 5081040.245780609, 410138.1844401098 5081040.245780609, 410138.2645733468 5081040.242895812, 410138.44539282424 5081040.230425503, 410138.6168520601 5081040.2321931245, 410138.6469961497 5081040.232503888, 410138.9462835607 5081040.1992497295, 410139.1665923493 5081040.174309112, 410139.3598821355 5081040.161838803, 410139.6505604633 5081040.156884058, 410139.72567786 5081040.155603648, 410139.80257809756 5081040.132741416, 410139.90857572225 5081040.145211725, 410140.116414202 5081040.153525264, 410140.2993120643 5081040.182622651, 410140.4136232282 5081040.203406499, 410140.5819723968 5081040.24289581, 410140.7087538695 5081040.288620275, 410140.8126731094 5081040.334344741, 410140.87710303813 5081040.359285359, 410141.07039282436 5081040.483988447)",fracture,0,2
,3.303,98,"LINESTRING (410136.0002449858 5081041.555851508, 410136.3981837981 5081041.460829304, 410136.6060222779 5081041.348596524, 410136.75358759856 5081041.29871529, 410136.8025083845 5081041.291396432, 410136.8025083845 5081041.291396432, 410136.80250838486 5081041.291396432, 410137.0175424679 5081041.2592259785, 410137.202518715 5081041.209344743, 410137.35631919 5081041.18232574, 410137.4207491188 5081041.194796049, 410137.6826256034 5081041.171933817, 410137.81998746115 5081041.164508851, 410137.913326316 5081041.159463508, 410138.0089320167 5081041.13867966, 410138.10661610216 5081041.109582272, 410138.3186113516 5081041.0950335795, 410138.7342883113 5081041.095033579, 410138.8454819015 5081041.088798424, 410138.95667548466 5081041.08256327, 410139.2299830856 5081041.122052581)",fracture,0,2
,1.695,99,"LINESTRING (410135.46241921023 5081041.965614662, 410135.8713132517 5081041.923269922, 410136.1581303538 5081041.8422129145, 410136.32232275285 5081041.78817491, 410136.3709675325 5081041.777933903, 410136.3709675325 5081041.777933903, 410136.5197693087 5081041.746607214, 410136.65486432053 5081041.721666596, 410136.8128215652 5081041.692569209, 410137.0248168146 5081041.698804364, 410137.1245792849 5081041.713353057)",fracture,0,2
,2.625,93,"LINESTRING (410138.531143507 5081038.738206923, 410138.78728712327 5081038.7080086395, 410139.1634747717 5081038.683068022, 410139.4440567194 5081038.726714103, 410139.705933204 5081038.730870872, 410140.0467883109 5081038.662284174, 410140.3065864107 5081038.602011015, 410140.45830850094 5081038.612402938, 410140.6890092135 5081038.566678473, 410141.1296267907 5081038.59161909)",fracture,0,2
,0.905,171,"LINESTRING (410138.7337095125 5081039.492850802, 410138.70022515865 5081039.678220694, 410138.66674080485 5081039.863590586, 410138.6629570952 5081039.8915464915, 410138.6629570952 5081039.8915464915, 410138.66295709513 5081039.8915464915, 410138.6168520601 5081040.2321931245, 410138.5877621826 5081040.3852651715)",fracture,0,2
,4.628,91,"LINESTRING (410136.5017798621 5081040.7403092, 410136.5312004248 5081040.725081085, 410136.9032313037 5081040.567123841, 410137.12561847706 5081040.481910064, 410137.271105413 5081040.432028829, 410137.37086788326 5081040.396696287, 410137.5537657455 5081040.37591244, 410137.62012686755 5081040.381799313, 410137.81148546044 5081040.398774672, 410137.9756778583 5081040.413323366, 410137.9756778583 5081040.413323366, 410137.9756778584 5081040.413323366, 410137.9756778595 5081040.413323366, 410138.11285125616 5081040.432028829, 410138.3082194272 5081040.407088212, 410138.34207317594 5081040.403326684, 410138.3420731767 5081040.403326684, 410138.47656859586 5081040.388382749, 410138.5877621826 5081040.3852651715, 410138.6796040401 5081040.389044672, 410138.8402859355 5081040.395657097, 410138.953557907 5081040.372794864, 410139.0585163393 5081040.342658284, 410139.24557097105 5081040.32395282, 410139.4253512561 5081040.324992012, 410139.5768027313 5081040.323264428, 410139.6986588571 5081040.321874435, 410140.1278453178 5081040.381108403, 410140.3034688332 5081040.467361371, 410140.3554284531 5081040.542183224, 410140.4011529187 5081040.621161846, 410140.521699237 5081040.648180849, 410140.67965648166 5081040.621161846, 410140.80228118476 5081040.644024079, 410140.91867073346 5081040.700140469)",fracture,0,2
,0.658,92,"LINESTRING (410138.043225365 5081039.705633343, 410138.5607431797 5081039.682771111, 410138.70022515865 5081039.678220694, 410138.70022515865 5081039.678220694, 410138.7002251587 5081039.678220694)",fracture,0,2
